,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gain,param_probability,param_voltages,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
85,162.3671519756317,36.931535560633336,0.29950936635335285,0.03295464873399689,40888.4382600835,0.8603247153784425,"[-0.5970191873997702, 0.0013098539605894905]","{'gain': 40888.4382600835, 'probability': 0.8603247153784425, 'voltages': [-0.5970191873997702, 0.0013098539605894905]}",192.7019270564757,193.47926524104432,109.69653302492583,165.29257510748195,39.313619227076266,16
86,138.2898739973704,1.0564903851165675,0.2668157418568929,0.008194363229710332,40888.4382600835,0.9157009564113837,"[-0.5970191873997702, 0.0013098539605894905]","{'gain': 40888.4382600835, 'probability': 0.9157009564113837, 'voltages': [-0.5970191873997702, 0.0013098539605894905]}",99.51260771900593,134.08050999617288,104.85388736158752,112.81566835892211,15.193802123411585,93
87,139.14217400550842,0.9178981560040019,0.27102454503377277,0.007532651040539232,40888.4382600835,0.9815830969555722,"[-0.5970191873997702, 0.0013098539605894905]","{'gain': 40888.4382600835, 'probability': 0.9815830969555722, 'voltages': [-0.5970191873997702, 0.0013098539605894905]}",103.38912627778952,141.92178052421932,122.16023911830155,122.4903819734368,15.732622297788838,84
88,137.4036103884379,0.9315900512868931,0.2705255349477132,0.004105058629654489,40888.4382600835,0.8277752989207464,"[-0.5970191873997702, 0.0013098539605894905]","{'gain': 40888.4382600835, 'probability': 0.8277752989207464, 'voltages': [-0.5970191873997702, 0.0013098539605894905]}",121.00981386941992,106.092385468812,168.30148814859166,131.80122916227452,26.518347071074956,68
89,188.56655399004617,35.31881356319287,0.338744322458903,0.042310614140158846,40888.4382600835,0.8634833547946665,"[-0.5970191873997702, 0.0013098539605894905]","{'gain': 40888.4382600835, 'probability': 0.8634833547946665, 'voltages': [-0.5970191873997702, 0.0013098539605894905]}",158.63211249820554,159.62878498261958,103.77603790643418,140.67897846241976,26.097491645357433,51
90,162.24717696507773,33.328298601990994,0.3202323118845622,0.05401083540685719,53895.87512126505,0.9456354632652709,"[-0.5970191873997702, 0.0013098539605894905]","{'gain': 53895.87512126505, 'probability': 0.9456354632652709, 'voltages': [-0.5970191873997702, 0.0013098539605894905]}",164.90546815095766,142.2349776464882,109.27416918788522,138.804871661777,22.840527962074336,55
91,138.08798122406006,0.5026693757073525,0.2849725882212321,0.013938036356942867,53895.87512126505,1.0488341321501657,"[-0.5970191873997702, 0.0013098539605894905]","{'gain': 53895.87512126505, 'probability': 1.0488341321501657, 'voltages': [-0.5970191873997702, 0.0013098539605894905]}",101.8279705020733,105.38475190468974,107.23716176696513,104.81662805790938,2.244535744722562,97
92,137.88558872540793,0.33984371897354976,0.27391862869262695,0.004268451446496784,53895.87512126505,0.8651417182840926,"[-0.5970191873997702, 0.0013098539605894905]","{'gain': 53895.87512126505, 'probability': 0.8651417182840926, 'voltages': [-0.5970191873997702, 0.0013098539605894905]}",124.06343358608126,113.41689897385932,148.32619069081935,128.60217441691998,14.608554304290239,72
93,184.15273769696554,34.699809674633464,0.304434855779012,0.037509036784293376,53895.87512126505,0.8227744011042795,"[-0.5970191873997702, 0.0013098539605894905]","{'gain': 53895.87512126505, 'probability': 0.8227744011042795, 'voltages': [-0.5970191873997702, 0.0013098539605894905]}",134.88150108649157,159.48000384508268,106.83366017248566,133.7317217013533,21.508151477973268,64
94,138.47918558120728,0.7179162208054569,0.2729025681813558,0.0020984550560085406,53895.87512126505,1.0110698135906322,"[-0.5970191873997702, 0.0013098539605894905]","{'gain': 53895.87512126505, 'probability': 1.0110698135906322, 'voltages': [-0.5970191873997702, 0.0013098539605894905]}",140.6244984638709,170.2026523129086,143.58819035361796,151.47178037679916,13.299875689131774,38
95,162.04016407330832,34.96832099618796,0.3028279145558675,0.03724608233221248,53895.87512126505,0.8603247153784425,"[-0.5970191873997702, 0.0013098539605894905]","{'gain': 53895.87512126505, 'probability': 0.8603247153784425, 'voltages': [-0.5970191873997702, 0.0013098539605894905]}",84.60030761018658,168.22357035645987,141.39081001802705,131.40489599489118,34.86164441752723,69
96,137.0306404431661,1.2148244194588749,0.27579911549886066,0.0050748539123569554,53895.87512126505,0.9157009564113837,"[-0.5970191873997702, 0.0013098539605894905]","{'gain': 53895.87512126505, 'probability': 0.9157009564113837, 'voltages': [-0.5970191873997702, 0.0013098539605894905]}",142.8325488292924,186.26831555167473,88.90771840802752,139.3361942629982,39.824111963163105,54
97,134.33389719327292,1.7752248220469036,0.2595796585083008,0.008456252536853072,53895.87512126505,0.9815830969555722,"[-0.5970191873997702, 0.0013098539605894905]","{'gain': 53895.87512126505, 'probability': 0.9815830969555722, 'voltages': [-0.5970191873997702, 0.0013098539605894905]}",66.21499097785977,109.80802420964518,88.27767145634009,88.10022888128168,17.797223584733086,100
98,146.4295752843221,9.376835558299051,0.24179458618164062,0.00510376058706585,53895.87512126505,0.8277752989207464,"[-0.5970191873997702, 0.0013098539605894905]","{'gain': 53895.87512126505, 'probability': 0.8277752989207464, 'voltages': [-0.5970191873997702, 0.0013098539605894905]}",107.09043852358583,171.93462805507696,198.44363931873477,159.15623529913253,38.37375244398685,26
99,124.7631863753001,6.417058094530628,0.21230443318684897,0.016825392719507223,53895.87512126505,0.8634833547946665,"[-0.5970191873997702, 0.0013098539605894905]","{'gain': 53895.87512126505, 'probability': 0.8634833547946665, 'voltages': [-0.5970191873997702, 0.0013098539605894905]}",134.13228041589616,110.65188883931194,111.81598167540733,118.86671697687181,10.804839914467959,90
