Item,Smu1.Time[1][1],Smu1.V[1][1],Smu1.I[1][1],Smu1.R[1][1],
1,0,1.01621390058426E-06,-6.56658727393733E-10,-1547.55256907587,
2,0.08309888,0.00999949034303427,4.4839021384746E-10,22300866.5983866,
3,0.16585044,0.0199998784810305,9.71830615981162E-10,20579592.9374365,
4,0.24997442,0.0299998745322227,1.49527590309617E-09,20063103.0501488,
5,0.3327405,0.0399994179606438,2.60032617660499E-09,15382461.7544201,
6,0.41547052,0.0499980375170708,3.18193027482039E-09,15713115.3729926,
7,0.49820662,0.0599972121417522,4.51961934544443E-09,13274837.4489163,
8,0.58097184,0.0699997171759605,5.97362959098291E-09,11718121.4720149,
9,0.6636938,0.0799985602498055,7.54396101143584E-09,10604317.8283313,
10,0.74645252,0.0899976268410683,9.75405622938297E-09,9226687.31086056,
11,0.82921022,0.0999965742230415,1.2429434370631E-08,8045142.78295069,
12,0.91196346,0.109995990991592,1.53956172255221E-08,7144630.14897815,
13,0.99469984,0.119996070861816,1.95250002832381E-08,6145765.38392325,
14,1.07746064,0.129994258284569,2.46431284267601E-08,5275071.25042644,
15,1.16020864,0.139993190765381,3.07499661289512E-08,4552629.10464076,
16,1.24293454,0.149992525577545,3.81944715854843E-08,3927074.24271709,
17,1.32570022,0.159993663430214,4.77328150338963E-08,3351858.95314572,
18,1.4084274,0.169998064637184,5.96556901655276E-08,2849653.80780086,
19,1.4911583,0.179997473955154,7.44865928936633E-08,2416508.35355187,
20,1.57392596,0.189996436238289,9.3039766113634E-08,2042099.2461034,
21,1.65667604,0.199996113777161,1.15955003821E-07,1724773.46545471,
22,1.73942668,0.209998577833176,1.44395428947064E-07,1454329.81753295,
23,1.82357052,0.219990104436874,1.79931390675847E-07,1222633.26932872,
24,1.90630844,0.230007767677307,2.24075051846739E-07,1026476.46751244,
25,1.98906552,0.239995658397675,2.78804037634472E-07,860804.098943223,
26,2.07183218,0.249976605176926,3.46677239804194E-07,721064.369031305,
27,2.15457146,0.259997099637985,4.31940350154036E-07,601928.251308928,
28,2.2373089,0.2699855864048,5.37501534836338E-07,502297.331089496,
29,2.32006174,0.280003517866135,6.68769416733994E-07,418684.692899926,
30,2.4028001,0.289991408586502,8.31502120490768E-07,348756.066208639,
