0.3	0	2.255E-4	2.255E-4
0.3	1	2.8536E-6	2.8536E-6
0.3	2	1.2235E-6	1.2235E-6
0.3	3	8.6938E-7	8.6938E-7
0.3	4	6.3352E-7	6.3352E-7
0.3	5	4.958E-7	4.958E-7
0.3	6	4.0898E-7	4.0898E-7
0.3	7	3.4578E-7	3.4578E-7
0.3	8	3.0116E-7	3.0116E-7
0.3	9	2.6518E-7	2.6518E-7
0.3	10	2.4088E-7	2.4088E-7
0.3	11	2.1608E-7	2.1608E-7
0.3	12	1.9888E-7	1.9888E-7
0.3	13	1.8324E-7	1.8324E-7
0.3	14	1.698E-7	1.698E-7
0.3	15	1.5818E-7	1.5818E-7
0.3	16	1.4962E-7	1.4962E-7
0.3	17	1.406E-7	1.406E-7
0.3	18	1.3284E-7	1.3284E-7
0.3	19	1.2644E-7	1.2644E-7
0.3	20	1.2048E-7	1.2048E-7
0.3	21	1.1502E-7	1.1502E-7
0.3	22	1.0928E-7	1.0928E-7
0.3	23	1.0536E-7	1.0536E-7
0.3	24	1.3668E-7	1.3668E-7
0.3	25	1.11636E-7	1.11636E-7
0.3	26	1.0826E-7	1.0826E-7
0.3	27	1.05283E-7	1.05283E-7
0.3	28	1.01066E-7	1.01066E-7
0.3	29	9.85986E-8	9.85986E-8
0.3	30	9.50694E-8	9.50694E-8
0.3	31	9.2973E-8	9.2973E-8
0.3	32	8.98986E-8	8.98986E-8
0.3	33	8.68142E-8	8.68142E-8
0.3	34	8.50022E-8	8.50022E-8
0.3	35	8.32346E-8	8.32346E-8
0.3	36	8.11168E-8	8.11168E-8
0.3	37	7.94688E-8	7.94688E-8
0.3	38	7.7346E-8	7.7346E-8
0.3	39	7.61102E-8	7.61102E-8
0.3	40	7.42766E-8	7.42766E-8
0.3	41	7.33498E-8	7.33498E-8
0.3	42	7.1321E-8	7.1321E-8
0.3	43	6.95072E-8	6.95072E-8
0.3	44	6.91448E-8	6.91448E-8
0.3	45	6.7507E-8	6.7507E-8
0.3	46	6.66382E-8	6.66382E-8
0.3	47	6.53312E-8	6.53312E-8
0.3	48	6.48834E-8	6.48834E-8
0.3	49	6.2969E-8	6.2969E-8
0.3	50	6.15648E-8	6.15648E-8
0.3	51	6.13458E-8	6.13458E-8
0.3	52	6.0266E-8	6.0266E-8
0.3	53	5.9585E-8	5.9585E-8
0.3	54	5.8177E-8	5.8177E-8
0.3	55	5.71548E-8	5.71548E-8
0.3	56	5.6525E-8	5.6525E-8
0.3	57	5.61316E-8	5.61316E-8
0.3	58	5.50884E-8	5.50884E-8
0.3	59	5.40418E-8	5.40418E-8
0.3	60	5.39308E-8	5.39308E-8
0.3	61	5.29224E-8	5.29224E-8
0.3	62	5.2771E-8	5.2771E-8
0.3	63	5.18426E-8	5.18426E-8
0.3	64	5.12746E-8	5.12746E-8
0.3	65	5.08888E-8	5.08888E-8
0.3	66	5.03862E-8	5.03862E-8
0.3	67	4.9713E-8	4.9713E-8
0.3	68	4.95176E-8	4.95176E-8
0.3	69	4.86342E-8	4.86342E-8
0.3	70	4.81354E-8	4.81354E-8
0.3	71	4.75234E-8	4.75234E-8
0.3	72	4.74532E-8	4.74532E-8
0.3	73	4.67978E-8	4.67978E-8
0.3	74	4.66112E-8	4.66112E-8
0.3	75	4.5684E-8	4.5684E-8
0.3	76	4.55862E-8	4.55862E-8
0.3	77	4.5197E-8	4.5197E-8
0.3	78	4.5176E-8	4.5176E-8
