0	0
2	60
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
-3	0
0	0
-0.5	0
0	0
2	0
0	0
-0.5	0
0	0
2	0
0	0
-0.5	0
0	0
2	0
0	0
-0.5	0
0	0
2	0
0	0
-0.5	0
