-0.5	0	-4.2188E-4	4.2188E-4
-0.5	1	-1.1546E-6	1.1546E-6
-0.5	2	-4.2604E-7	4.2604E-7
-0.5	3	-2.5482E-7	2.5482E-7
-0.5	4	-1.84E-7	1.84E-7
-0.5	5	-1.3866E-7	1.3866E-7
-0.5	6	-1.1216E-7	1.1216E-7
-0.5	7	-9.1004E-8	9.1004E-8
-0.5	8	-7.52476E-8	7.52476E-8
-0.5	9	-6.6814E-8	6.6814E-8
-0.5	10	-5.9297E-8	5.9297E-8
-0.5	11	-5.35424E-8	5.35424E-8
-0.5	12	-4.96762E-8	4.96762E-8
-0.5	13	-4.43414E-8	4.43414E-8
-0.5	14	-4.0868E-8	4.0868E-8
-0.5	15	-3.89332E-8	3.89332E-8
-0.5	16	-3.5514E-8	3.5514E-8
-0.5	17	-3.42138E-8	3.42138E-8
-0.5	18	-3.10784E-8	3.10784E-8
-0.5	19	-3.0085E-8	3.0085E-8
-0.5	20	-2.79626E-8	2.79626E-8
-0.5	21	-2.66608E-8	2.66608E-8
-0.5	22	-2.54742E-8	2.54742E-8
-0.5	23	-2.39436E-8	2.39436E-8
-0.5	24	-2.32064E-8	2.32064E-8
-0.5	25	-2.30006E-8	2.30006E-8
-0.5	26	-2.16244E-8	2.16244E-8
-0.5	27	-2.01198E-8	2.01198E-8
-0.5	28	-2.0327E-8	2.0327E-8
-0.5	29	-1.9023E-8	1.9023E-8
-0.5	30	-1.85518E-8	1.85518E-8
-0.5	31	-1.82146E-8	1.82146E-8
-0.5	32	-1.80312E-8	1.80312E-8
-0.5	33	-1.68724E-8	1.68724E-8
-0.5	34	-1.6245E-8	1.6245E-8
-0.5	35	-1.63166E-8	1.63166E-8
-0.5	36	-1.5464E-8	1.5464E-8
-0.5	37	-1.49394E-8	1.49394E-8
-0.5	38	-1.52984E-8	1.52984E-8
-0.5	39	-1.4319E-8	1.4319E-8
-0.5	40	-1.38636E-8	1.38636E-8
-0.5	41	-1.39798E-8	1.39798E-8
-0.5	42	-1.32972E-8	1.32972E-8
-0.5	43	-1.28856E-8	1.28856E-8
-0.5	44	-1.29292E-8	1.29292E-8
-0.5	45	-1.2451E-8	1.2451E-8
-0.5	46	-1.2481E-8	1.2481E-8
-0.5	47	-1.19344E-8	1.19344E-8
-0.5	48	-1.2143E-8	1.2143E-8
-0.5	49	-1.1435E-8	1.1435E-8
-0.5	50	-1.12754E-8	1.12754E-8
-0.5	51	-1.122E-8	1.122E-8
-0.5	52	-1.092E-8	1.092E-8
-0.5	53	-1.0641E-8	1.0641E-8
-0.5	54	-1.06456E-8	1.06456E-8
-0.5	55	-1.05498E-8	1.05498E-8
-0.5	56	-1.00184E-8	1.00184E-8
-0.5	57	-1.06588E-8	1.06588E-8
-0.5	58	-9.952E-9	9.952E-9
-0.5	59	-9.7416E-9	9.7416E-9
-0.5	60	-9.9714E-9	9.9714E-9
-0.5	61	-9.459E-9	9.459E-9
-0.5	62	-9.604E-9	9.604E-9
-0.5	63	-9.1144E-9	9.1144E-9
-0.5	64	-9.2854E-9	9.2854E-9
-0.5	65	-8.7372E-9	8.7372E-9
-0.5	66	-7.683E-9	7.683E-9
-0.5	67	-7.1849E-9	7.1849E-9
-0.5	68	-8.2178E-9	8.2178E-9
-0.5	69	-7.0716E-9	7.0716E-9
-0.5	70	-7.6159E-9	7.6159E-9
-0.5	71	-7.1347E-9	7.1347E-9
-0.5	72	-7.362E-9	7.362E-9
-0.5	73	-7.2892E-9	7.2892E-9
-0.5	74	-7.2764E-9	7.2764E-9
-0.5	75	-6.3439E-9	6.3439E-9
-0.5	76	-7.3887E-9	7.3887E-9
-0.5	77	-6.659E-9	6.659E-9
-0.5	78	-7.1793E-9	7.1793E-9
-0.5	79	-6.4618E-9	6.4618E-9
-0.5	80	-7.1556E-9	7.1556E-9
-0.5	81	-6.4121E-9	6.4121E-9
-0.5	82	-6.1172E-9	6.1172E-9
-0.5	83	-6.7866E-9	6.7866E-9
-0.5	84	-6.3478E-9	6.3478E-9
-0.5	85	-6.5752E-9	6.5752E-9
-0.5	86	-6.7985E-9	6.7985E-9
-0.5	87	-6.2896E-9	6.2896E-9
-0.5	88	-6.4219E-9	6.4219E-9
-0.5	89	-6.7361E-9	6.7361E-9
-0.5	90	-5.9577E-9	5.9577E-9
-0.5	91	-6.2921E-9	6.2921E-9
-0.5	92	-6.492E-9	6.492E-9
-0.5	93	-5.7271E-9	5.7271E-9
-0.5	94	-6.3098E-9	6.3098E-9
-0.5	95	-5.8867E-9	5.8867E-9
-0.5	96	-5.9892E-9	5.9892E-9
-0.5	97	-5.7834E-9	5.7834E-9
-0.5	98	-5.8218E-9	5.8218E-9
-0.5	99	-6.0598E-9	6.0598E-9
-0.5	100	-6.1253E-9	6.1253E-9
-0.5	101	-4.0374E-7	4.0374E-7
-0.5	102	-1.1203E-6	1.1203E-6
-0.5	103	-1.7595E-6	1.7595E-6
-0.5	104	-2.3623E-6	2.3623E-6
-0.5	105	-2.9534E-6	2.9534E-6
-0.5	106	-3.4856E-6	3.4856E-6
-0.5	107	-4.0332E-6	4.0332E-6
-0.5	108	-4.5299E-6	4.5299E-6
-0.5	109	-5.014E-6	5.014E-6
-0.5	110	-5.4933E-6	5.4933E-6
-0.5	111	-5.9372E-6	5.9372E-6
-0.5	112	-6.3597E-6	6.3597E-6
-0.5	113	-6.7554E-6	6.7554E-6
-0.5	114	-7.1007E-6	7.1007E-6
-0.5	115	-7.5239E-6	7.5239E-6
-0.5	116	-7.8863E-6	7.8863E-6
-0.5	117	-8.2299E-6	8.2299E-6
-0.5	118	-9.896E-6	9.896E-6
-0.5	119	-1.0378E-5	1.0378E-5
-0.5	120	-1.0826E-5	1.0826E-5
-0.5	121	-1.117E-5	1.117E-5
-0.5	122	-1.1542E-5	1.1542E-5
-0.5	123	-1.1882E-5	1.1882E-5
-0.5	124	-1.2194E-5	1.2194E-5
-0.5	125	-1.242E-5	1.242E-5
-0.5	126	-1.2872E-5	1.2872E-5
-0.5	127	-1.3168E-5	1.3168E-5
-0.5	128	-1.338E-5	1.338E-5
-0.5	129	-1.3666E-5	1.3666E-5
-0.5	130	-1.3938E-5	1.3938E-5
-0.5	131	-1.4142E-5	1.4142E-5
-0.5	132	-1.4354E-5	1.4354E-5
-0.5	133	-1.4694E-5	1.4694E-5
-0.5	134	-1.4884E-5	1.4884E-5
-0.5	135	-1.5076E-5	1.5076E-5
-0.5	136	-1.544E-5	1.544E-5
-0.5	137	-1.5678E-5	1.5678E-5
-0.5	138	-1.5924E-5	1.5924E-5
-0.5	139	-1.6178E-5	1.6178E-5
-0.5	140	-1.628E-5	1.628E-5
-0.5	141	-1.6574E-5	1.6574E-5
-0.5	142	-1.6744E-5	1.6744E-5
-0.5	143	-1.675E-5	1.675E-5
-0.5	144	-1.7084E-5	1.7084E-5
-0.5	145	-1.7286E-5	1.7286E-5
-0.5	146	-1.7422E-5	1.7422E-5
-0.5	147	-1.77E-5	1.77E-5
-0.5	148	-1.767E-5	1.767E-5
-0.5	149	-1.802E-5	1.802E-5
-0.5	150	-1.8168E-5	1.8168E-5
-0.5	151	-1.8312E-5	1.8312E-5
-0.5	152	-1.8492E-5	1.8492E-5
-0.5	153	-1.8662E-5	1.8662E-5
-0.5	154	-1.8684E-5	1.8684E-5
-0.5	155	-1.8804E-5	1.8804E-5
-0.5	156	-1.9002E-5	1.9002E-5
-0.5	157	-1.9232E-5	1.9232E-5
-0.5	158	-1.9456E-5	1.9456E-5
-0.5	159	-1.9406E-5	1.9406E-5
-0.5	160	-1.9602E-5	1.9602E-5
-0.5	161	-1.9842E-5	1.9842E-5
-0.5	162	-1.983E-5	1.983E-5
-0.5	163	-2.0158E-5	2.0158E-5
-0.5	164	-2.0206E-5	2.0206E-5
-0.5	165	-2.0134E-5	2.0134E-5
-0.5	166	-2.0272E-5	2.0272E-5
-0.5	167	-2.0366E-5	2.0366E-5
-0.5	168	-2.0536E-5	2.0536E-5
-0.5	169	-2.0638E-5	2.0638E-5
-0.5	170	-2.0874E-5	2.0874E-5
-0.5	171	-2.1006E-5	2.1006E-5
-0.5	172	-2.1098E-5	2.1098E-5
-0.5	173	-2.1208E-5	2.1208E-5
-0.5	174	-2.1304E-5	2.1304E-5
-0.5	175	-2.1316E-5	2.1316E-5
-0.5	176	-2.1566E-5	2.1566E-5
-0.5	177	-2.159E-5	2.159E-5
-0.5	178	-2.178E-5	2.178E-5
-0.5	179	-2.1884E-5	2.1884E-5
-0.5	180	-2.1908E-5	2.1908E-5
-0.5	181	-2.1904E-5	2.1904E-5
-0.5	182	-2.1952E-5	2.1952E-5
-0.5	183	-2.2106E-5	2.2106E-5
-0.5	184	-2.216E-5	2.216E-5
-0.5	185	-2.2282E-5	2.2282E-5
-0.5	186	-2.232E-5	2.232E-5
-0.5	187	-2.2398E-5	2.2398E-5
-0.5	188	-2.2714E-5	2.2714E-5
-0.5	189	-2.2566E-5	2.2566E-5
-0.5	190	-2.2698E-5	2.2698E-5
-0.5	191	-2.2804E-5	2.2804E-5
-0.5	192	-2.2832E-5	2.2832E-5
-0.5	193	-2.2898E-5	2.2898E-5
-0.5	194	-2.302E-5	2.302E-5
-0.5	195	-2.321E-5	2.321E-5
-0.5	196	-2.3424E-5	2.3424E-5
-0.5	197	-2.3376E-5	2.3376E-5
-0.5	198	-2.3388E-5	2.3388E-5
-0.5	199	-2.3382E-5	2.3382E-5
-0.5	200	-2.3526E-5	2.3526E-5
