time	V(pre)	R1	Ix(U1:TE)	R2	R3	R4
1.644626476001440e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.365907e+002	4.111207e+002
1.654866476001780e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.350436e+002	1.785921e+002
1.665106476002120e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.335030e+002	1.330345e+002
1.675346476002460e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.319689e+002	1.331137e+002
1.685586476002800e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.304411e+002	1.333417e+002
1.695826476003140e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.289197e+002	1.335705e+002
1.700000100000000e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.274046e+002	1.338001e+002
1.700000109999999e+001	4.400000e-001	2.609962e+003	1.685848e-004	2.609962e+003	7.258959e+002	1.340305e+002
1.700000129999998e+001	3.200000e-001	3.659985e+003	8.743205e-005	3.659985e+003	7.252739e+002	1.342617e+002
1.700000169999998e+001	8.000001e-002	4.250998e+003	1.881911e-005	4.250998e+003	9.784308e+002	1.344937e+002
1.700000200000000e+001	-9.999999e-002	8.643531e+005	-1.156935e-007	8.643531e+005	1.614578e+003	1.347264e+002
1.705896576000154e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	2.831818e+003	1.349600e+002
1.716136576000494e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	4.376374e+004	1.351927e+002
1.726376576000834e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	4.376374e+004	1.352884e+002
1.736616576001174e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	4.376374e+004	2.036571e+002
1.740000000000001e+001	-9.999999e-002	8.643531e+005	-1.156934e-007	8.643531e+005	4.376374e+004	4.191502e+002
1.740000010000000e+001	-4.000000e-002	-2.873595e+004	1.391984e-006	-2.873595e+004	4.376374e+004	1.165653e+003
1.740000029999999e+001	7.999999e-002	5.122788e+003	1.561650e-005	5.122788e+003	4.376374e+004	1.547864e+004
1.740000069999999e+001	3.200000e-001	3.093152e+003	1.034543e-004	3.093152e+003	-9.274395e+003	1.547864e+004
1.740000100000000e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	3.422552e+003	1.547864e+004
1.746676476000181e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	1.227723e+003	1.547864e+004
1.756916476000521e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.252739e+002	1.547864e+004
1.767156476000861e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.243084e+002	1.547864e+004
1.777396476001201e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.228124e+002	1.623220e+003
1.787636476001541e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.213226e+002	1.433513e+003
1.797876476001881e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.198389e+002	2.644911e+002
1.808116476002221e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.183613e+002	1.352884e+002
1.818356476002560e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.168898e+002	1.354341e+002
1.828596476002900e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.154243e+002	1.356571e+002
1.838836476003240e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.139647e+002	1.358757e+002
1.840000100000000e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.125111e+002	1.360900e+002
1.840000110000000e+001	4.400000e-001	2.609962e+003	1.685848e-004	2.609962e+003	7.110634e+002	1.363002e+002
1.840000129999999e+001	3.200000e-001	3.659985e+003	8.743205e-005	3.659985e+003	7.108866e+002	1.365063e+002
1.840000169999999e+001	8.000001e-002	4.250998e+003	1.881911e-005	4.250998e+003	9.535902e+002	1.367085e+002
1.840000200000000e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	1.555237e+003	1.369070e+002
1.848906576000255e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	2.695285e+003	1.371018e+002
1.859146576000595e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	2.245022e+004	1.372931e+002
1.869386576000935e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	2.245022e+004	1.373165e+002
1.879626576001274e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	2.245022e+004	2.045188e+002
1.880000000000001e+001	-9.999999e-002	8.643531e+005	-1.156934e-007	8.643531e+005	2.245022e+004	4.109354e+002
1.880000010000001e+001	-4.000000e-002	-2.873595e+004	1.391984e-006	-2.873595e+004	2.245022e+004	1.092993e+003
1.880000029999999e+001	8.000000e-002	5.122788e+003	1.561650e-005	5.122788e+003	2.245022e+004	8.339092e+003
1.880000070000000e+001	3.200000e-001	3.093152e+003	1.034543e-004	3.093152e+003	-1.291006e+004	8.339092e+003
1.880000100000001e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	3.224897e+003	8.339092e+003
1.889686476000281e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	1.192738e+003	8.339092e+003
1.899926476000621e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.108866e+002	8.339092e+003
1.910166476000961e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.095359e+002	8.339092e+003
1.920406476001301e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.081002e+002	1.668023e+003
1.930646476001641e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.066704e+002	1.329516e+003
1.940886476001981e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.052463e+002	2.650683e+002
1.951126476002321e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.038279e+002	1.373165e+002
1.961366476002661e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.024162e+002	1.374922e+002
1.971606476003001e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	7.010193e+002	1.376766e+002
1.980000100000001e+001	5.000000e-001	2.107924e+003	2.372002e-004	2.107924e+003	6.996396e+002	1.378578e+002
1.980000110000000e+001	4.400000e-001	2.609962e+003	1.685848e-004	2.609962e+003	6.982766e+002	1.380359e+002
1.980000129999999e+001	3.200000e-001	3.659985e+003	8.743205e-005	3.659985e+003	6.971599e+002	1.382110e+002
1.980000170000000e+001	8.000001e-002	4.250998e+003	1.881911e-005	4.250998e+003	9.301511e+002	1.383832e+002
1.980000200000001e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	1.500499e+003	1.385525e+002
1.981676576000015e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	2.572192e+003	1.387191e+002
1.991916576000355e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	1.513439e+004	1.388830e+002
2.002156576000695e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	1.513439e+004	1.390169e+002
2.012396576001035e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	1.513439e+004	2.052274e+002
2.020000000000002e+001	-9.999999e-002	8.643531e+005	-1.156934e-007	8.643531e+005	1.513439e+004	4.044674e+002
2.020000010000001e+001	-3.999999e-002	-2.873594e+004	1.391985e-006	-2.873594e+004	1.513439e+004	1.040092e+003
2.020000030000000e+001	8.000000e-002	5.122788e+003	1.561650e-005	5.122788e+003	1.513439e+004	6.058835e+003
2.020000069999998e+001	3.200000e-001	3.093152e+003	1.034543e-004	3.093152e+003	-2.113269e+004	6.058835e+003
2.020000099999999e+001	5.000000e-001	2.107924e+003	2.372002e-004	2.107924e+003	3.050063e+003	6.058835e+003
2.022456475999573e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	1.159932e+003	6.058835e+003
2.032696475999913e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.971599e+002	6.058835e+003
2.042936476000253e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.968503e+002	6.058835e+003
2.053176476000593e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.955208e+002	1.706454e+003
2.063416476000933e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.942071e+002	1.255216e+003
2.073656476001273e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.929089e+002	2.655411e+002
2.083896476001613e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.916259e+002	1.390170e+002
2.094136476001953e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.903578e+002	1.390538e+002
2.104376476002292e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.891043e+002	1.392124e+002
2.114616476002632e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.878652e+002	1.393685e+002
2.120000099999999e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.866402e+002	1.395222e+002
2.120000109999998e+001	4.400000e-001	2.609962e+003	1.685848e-004	2.609962e+003	6.854291e+002	1.396736e+002
2.120000129999997e+001	3.200000e-001	3.659985e+003	8.743206e-005	3.659985e+003	6.847873e+002	1.398226e+002
2.120000169999997e+001	8.000001e-002	4.250998e+003	1.881912e-005	4.250998e+003	9.092388e+002	1.399695e+002
2.120000199999998e+001	-9.999999e-002	8.643532e+005	-1.156934e-007	8.643532e+005	1.452659e+003	1.401142e+002
2.124686576000113e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	2.466779e+003	1.402567e+002
2.134926576000453e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	1.159797e+004	1.403972e+002
2.145166576000793e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	1.159797e+004	1.404716e+002
2.155406576001133e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	1.159797e+004	2.058237e+002
2.159999999999999e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	1.159797e+004	3.992126e+002
2.160000009999999e+001	-4.000001e-002	-2.873596e+004	1.391984e-006	-2.873596e+004	1.159797e+004	9.996322e+002
2.160000029999998e+001	7.999998e-002	5.122787e+003	1.561650e-005	5.122787e+003	1.159797e+004	4.931211e+003
2.160000069999998e+001	3.200000e-001	3.093152e+003	1.034543e-004	3.093152e+003	-5.230463e+004	4.931212e+003
2.160000099999999e+001	5.000000e-001	2.107924e+003	2.372002e-004	2.107924e+003	2.902809e+003	4.931212e+003
2.165466476000140e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	1.130827e+003	4.931212e+003
2.175706476000480e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.847873e+002	4.931212e+003
2.185946476000819e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.841606e+002	4.931212e+003
2.196186476001159e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.829772e+002	1.739976e+003
2.206426476001499e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.818069e+002	1.199172e+003
2.216666476001839e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.806496e+002	2.659378e+002
2.226906476002179e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.795048e+002	1.404716e+002
2.237146476002519e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.783725e+002	1.405439e+002
2.247386476002859e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.772525e+002	1.406803e+002
2.257626476003199e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.761443e+002	1.408147e+002
2.260000099999999e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.750481e+002	1.409473e+002
2.260000109999999e+001	4.400000e-001	2.609962e+003	1.685848e-004	2.609962e+003	6.739634e+002	1.410781e+002
2.260000129999997e+001	3.200000e-001	3.659985e+003	8.743205e-005	3.659985e+003	6.737042e+002	1.412071e+002
2.260000169999998e+001	8.000001e-002	4.250998e+003	1.881911e-005	4.250998e+003	8.906767e+002	1.413343e+002
2.260000199999999e+001	-9.999999e-002	8.643531e+005	-1.156934e-007	8.643531e+005	1.410959e+003	1.414598e+002
2.267696576000213e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	2.376499e+003	1.415836e+002
2.277936576000553e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	9.533096e+003	1.417058e+002
2.288176576000893e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	9.533096e+003	1.417351e+002
2.298416576001233e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	9.533096e+003	2.063345e+002
2.300000000000000e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	9.533096e+003	3.948427e+002
2.300000009999999e+001	-4.000000e-002	-2.873596e+004	1.391984e-006	-2.873596e+004	9.533096e+003	9.675680e+002
2.300000029999998e+001	7.999999e-002	5.122788e+003	1.561650e-005	5.122788e+003	9.533096e+003	4.256376e+003
2.300000069999999e+001	3.200000e-001	3.093152e+003	1.034543e-004	3.093152e+003	1.423977e+005	4.256376e+003
2.300000100000000e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	2.778465e+003	4.256376e+003
2.308476476000240e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	1.105124e+003	4.256376e+003
2.318716476000580e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.737042e+002	4.256376e+003
2.328956476000920e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.728266e+002	4.256376e+003
2.339196476001260e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.717653e+002	1.769593e+003
2.349436476001600e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.707149e+002	1.155232e+003
2.359676476001940e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.696754e+002	2.662766e+002
2.369916476002280e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.686467e+002	1.417351e+002
2.380156476002620e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.676284e+002	1.418335e+002
2.390396476002960e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.666203e+002	1.419525e+002
2.400000100000000e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.656225e+002	1.420698e+002
2.400000109999999e+001	4.400000e-001	2.609962e+003	1.685848e-004	2.609962e+003	6.646347e+002	1.421857e+002
2.400000129999998e+001	3.200000e-001	3.659985e+003	8.743205e-005	3.659985e+003	6.637086e+002	1.423001e+002
2.400000169999998e+001	8.000001e-002	4.250998e+003	1.881911e-005	4.250998e+003	8.740723e+002	1.424131e+002
2.400000200000000e+001	-9.999999e-002	8.643531e+005	-1.156935e-007	8.643531e+005	1.374251e+003	1.425246e+002
2.400466575999974e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	2.298231e+003	1.426348e+002
2.410706576000314e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	8.178224e+003	1.427436e+002
2.420946576000654e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	8.178224e+003	1.428455e+002
2.431186576000994e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	8.178224e+003	2.067780e+002
2.440000000000001e+001	-9.999999e-002	8.643531e+005	-1.156934e-007	8.643531e+005	8.178224e+003	3.911423e+002
2.440000010000000e+001	-4.000000e-002	-2.873595e+004	1.391984e-006	-2.873595e+004	8.178224e+003	9.414688e+002
2.440000029999999e+001	7.999999e-002	5.122788e+003	1.561650e-005	5.122788e+003	8.178224e+003	3.806202e+003
2.440000069999999e+001	3.200000e-001	3.093152e+003	1.034543e-004	3.093152e+003	3.190026e+004	3.806202e+003
2.440000100000000e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	2.671962e+003	3.806202e+003
2.441246476000001e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	1.082234e+003	3.806202e+003
2.451486476000341e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.637086e+002	3.806202e+003
2.461726476000681e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.635987e+002	3.806202e+003
2.471966476001020e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.626310e+002	1.796014e+003
2.482206476001360e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.616727e+002	1.119771e+003
2.492446476001700e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.607239e+002	2.665702e+002
2.502686476002040e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.597843e+002	1.428455e+002
2.512926476002380e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.588537e+002	1.428575e+002
2.523166476002720e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.579322e+002	1.429635e+002
2.533406476003060e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.570194e+002	1.430684e+002
2.540000100000000e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.561153e+002	1.431719e+002
2.540000110000000e+001	4.400000e-001	2.609962e+003	1.685848e-004	2.609962e+003	6.552197e+002	1.432742e+002
2.540000129999999e+001	3.200000e-001	3.659985e+003	8.743205e-005	3.659985e+003	6.546398e+002	1.433754e+002
2.540000169999999e+001	8.000001e-002	4.250998e+003	1.881911e-005	4.250998e+003	8.591181e+002	1.434753e+002
2.540000200000000e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	1.341660e+003	1.435741e+002
2.543476576000074e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	2.229667e+003	1.436717e+002
2.553716576000414e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	7.220109e+003	1.437682e+002
2.563956576000754e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	7.220109e+003	1.438307e+002
2.574196576001094e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	7.220109e+003	2.071673e+002
2.580000000000001e+001	-9.999999e-002	8.643531e+005	-1.156934e-007	8.643531e+005	7.220109e+003	3.879635e+002
2.580000010000001e+001	-4.000000e-002	-2.873595e+004	1.391984e-006	-2.873595e+004	7.220109e+003	9.197774e+002
2.580000029999999e+001	8.000000e-002	5.122788e+003	1.561650e-005	5.122788e+003	7.220108e+003	3.484037e+003
2.580000070000000e+001	3.200000e-001	3.093152e+003	1.034543e-004	3.093152e+003	1.849789e+004	3.484037e+003
2.580000100000001e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	2.579636e+003	3.484037e+003
2.584256476000101e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	1.061701e+003	3.484037e+003
2.594496476000441e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.546398e+002	3.484037e+003
2.604736476000781e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.542801e+002	3.484037e+003
2.614976476001121e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.534017e+002	1.819768e+003
2.625216476001461e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.525315e+002	1.090505e+003
2.635456476001801e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.516694e+002	2.668274e+002
2.645696476002141e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.508152e+002	1.438307e+002
2.655936476002481e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.499688e+002	1.438692e+002
2.666176476002821e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.491301e+002	1.439635e+002
2.676416476003161e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.482990e+002	1.440567e+002
2.680000100000001e+001	5.000000e-001	2.107924e+003	2.372002e-004	2.107924e+003	6.474754e+002	1.441488e+002
2.680000110000000e+001	4.400000e-001	2.609962e+003	1.685848e-004	2.609962e+003	6.466591e+002	1.442399e+002
2.680000129999999e+001	3.200000e-001	3.659985e+003	8.743205e-005	3.659985e+003	6.463681e+002	1.443300e+002
2.680000170000000e+001	8.000000e-002	4.250997e+003	1.881911e-005	4.250997e+003	8.455692e+002	1.444192e+002
2.680000200000001e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	1.312508e+003	1.445073e+002
2.686486576000175e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	2.169061e+003	1.445945e+002
2.696726576000515e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	6.506225e+003	1.446807e+002
2.706966576000855e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	6.506225e+003	1.447115e+002
2.717206576001195e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	6.506225e+003	2.075120e+002
2.720000000000002e+001	-9.999999e-002	8.643531e+005	-1.156934e-007	8.643531e+005	6.506225e+003	3.852006e+002
2.720000010000001e+001	-3.999999e-002	-2.873594e+004	1.391985e-006	-2.873594e+004	6.506225e+003	9.014469e+002
2.720000030000000e+001	8.000000e-002	5.122788e+003	1.561650e-005	5.122788e+003	6.506225e+003	3.241859e+003
2.720000069999998e+001	3.200000e-001	3.093152e+003	1.034543e-004	3.093152e+003	1.327456e+004	3.241859e+003
2.720000099999999e+001	5.000000e-001	2.107924e+003	2.372002e-004	2.107924e+003	2.498770e+003	3.241859e+003
2.727266475999733e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	1.043165e+003	3.241859e+003
2.737506476000073e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.463681e+002	3.241859e+003
2.747746476000413e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.458022e+002	3.241859e+003
2.757986476000752e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.450009e+002	1.841261e+003
2.768226476001092e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.442065e+002	1.065917e+003
2.778466476001432e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.434192e+002	2.670548e+002
2.788706476001772e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.426387e+002	1.447115e+002
2.798946476002112e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.418650e+002	1.447115e+002
2.809186476002452e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.410980e+002	1.447711e+002
2.819426476002792e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.403375e+002	1.448554e+002
2.820000099999999e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.395836e+002	1.449389e+002
2.820000109999998e+001	4.400000e-001	2.609962e+003	1.685848e-004	2.609962e+003	6.388360e+002	1.450215e+002
2.820000129999997e+001	3.200000e-001	3.659985e+003	8.743206e-005	3.659985e+003	6.387879e+002	1.451031e+002
2.820000169999997e+001	8.000001e-002	4.250998e+003	1.881912e-005	4.250998e+003	8.332280e+002	1.451840e+002
2.820000199999998e+001	-9.999999e-002	8.643532e+005	-1.156934e-007	8.643532e+005	1.286259e+003	1.452640e+002
2.829496576000273e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	2.115069e+003	1.453432e+002
2.839736576000612e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.953402e+003	1.454215e+002
2.849976576000952e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.953403e+003	1.454991e+002
2.859999999999999e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.953403e+003	1.455042e+002
2.860000009999999e+001	-4.000001e-002	-2.873596e+004	1.391984e-006	-2.873596e+004	5.953403e+003	2.078197e+002
2.860000029999998e+001	7.999998e-002	5.122787e+003	1.561650e-005	5.122787e+003	5.953403e+003	3.827757e+002
2.860000069999998e+001	3.200000e-001	3.093152e+003	1.034543e-004	3.093152e+003	1.049212e+004	8.857446e+002
2.860000099999999e+001	5.000000e-001	2.107924e+003	2.372002e-004	2.107924e+003	2.427310e+003	3.053079e+003
2.860036475999959e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	1.026336e+003	3.053080e+003
2.870276476000299e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.387879e+002	3.053080e+003
2.880516476000639e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.387879e+002	3.053080e+003
2.890756476000979e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.380509e+002	3.053080e+003
2.900996476001319e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.373163e+002	1.860809e+003
2.911236476001659e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.365879e+002	1.044959e+003
2.921476476001999e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.358656e+002	2.672574e+002
2.931716476002339e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.351492e+002	1.455042e+002
2.941956476002679e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.344387e+002	1.455042e+002
2.952196476003019e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.337342e+002	1.455804e+002
2.960000099999999e+001	5.000000e-001	2.107923e+003	2.372003e-004	2.107923e+003	6.330354e+002	1.456564e+002
2.960000109999999e+001	4.400000e-001	2.609962e+003	1.685848e-004	2.609962e+003	6.323422e+002	1.457316e+002
2.960000129999997e+001	3.200000e-001	3.659985e+003	8.743205e-005	3.659985e+003	6.318117e+002	1.458060e+002
2.960000169999998e+001	8.000001e-002	4.250998e+003	1.881911e-005	4.250998e+003	8.219335e+002	1.458797e+002
2.960000199999999e+001	-9.999999e-002	8.643531e+005	-1.156934e-007	8.643531e+005	1.262489e+003	1.459526e+002
2.962266576000033e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	2.066635e+003	1.460249e+002
2.972506576000373e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	1.460964e+002
2.982746576000713e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	1.461672e+002
2.992986576001053e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	1.462214e+002
3.003046476000060e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.080960e+002
3.013286476000400e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	3.806300e+002
3.023526476000740e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	8.721408e+002
3.033766476001080e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.044006476001420e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
3.054246476001759e+001	-1.000000e-001	8.643532e+005	-1.156935e-007	8.643532e+005	5.512421e+003	2.901768e+003
