Item,Smu1.Time[1][1],Smu1.V[1][1],Smu1.I[1][1],Smu1.R[1][1],
1,0,1.24106736620888E-06,-6.56517507025001E-10,-1890.37969731037,
2,0.08310244,0.00999992154538631,1.05024042795776E-07,95215.5456901579,
3,0.16584644,0.0199999790638685,2.21464560468121E-07,90307.8082632885,
4,0.24997752,0.0300021395087242,3.52562153693725E-07,85097.4479092484,
5,0.33275048,0.040001031011343,5.05528419125767E-07,79127.1657496894,
6,0.41549312,0.0500005260109901,6.87576005020674E-07,72719.9984378262,
7,0.49824266,0.0599990673363209,9.06846935322392E-07,66162.2871504668,
8,0.58101986,0.0700011700391769,1.17497415885737E-06,59576.7741030589,
9,0.6637722,0.0800008550286293,1.50411335653189E-06,53188.049079686,
10,0.74652604,0.0899991989135742,1.91124786397268E-06,47089.2345310482,
11,0.82928998,0.099998839199543,2.41661996369658E-06,41379.6296901314,
12,0.91202898,0.109997972846031,3.04442164633656E-06,36130.9915722071,
13,0.994773,0.119998812675476,3.82769121642923E-06,31350.1810596468,
14,1.07752942,0.129996553063393,4.80376729683485E-06,27061.3760056708,
15,1.16025738,0.139995664358139,6.02179670750047E-06,23248.1551866019,
16,1.24299584,0.149994507431984,7.54174470785074E-06,19888.568659165,
17,1.32574798,0.159995257854462,9.43823670240818E-06,16951.8166262601,
18,1.40847062,0.170000120997429,1.18037478387123E-05,14402.2155776563,
19,1.49119868,0.179999813437462,1.475053068134E-05,12202.9381400608,
20,1.57395122,0.189998492598534,1.84184627869399E-05,10315.6541778968,
21,1.65668754,0.199998185038567,2.29795932682464E-05,8703.29525435629,
22,1.73940582,0.210000067949295,2.8642722099903E-05,7331.70776216154,
23,1.82355842,0.219991281628609,3.56578129867557E-05,6169.51134132425,
24,1.90629258,0.230008825659752,4.43456519860774E-05,5186.72779310956,
25,1.98900838,0.239996433258057,5.5025771871442E-05,4361.52779135504,
26,2.07174968,0.249977231025696,6.81286328472197E-05,3669.19488295437,
27,2.15448178,0.259997129440308,8.42238732730038E-05,3086.97664137995,
28,2.23721664,0.269984781742096,0.000103758997283876,2602.03730577157,
29,2.31997708,0.280002743005753,0.000127481791423634,2196.41362016382,
30,2.40270762,0.289990156888962,0.000155929825268686,1859.74784740042,
31,2.48543824,0.299970030784607,0.000189865604625084,1579.90717369236,
32,2.56818722,0.309989452362061,0.000230208897846751,1346.55721504049,
33,2.6509168,0.319972902536392,0.000277392391581088,1153.50280774683,
34,2.73368204,0.329996824264526,0.000332440802594647,992.648380370142,
35,2.81647496,0.339982628822327,0.000395549111999571,859.520647394843,
36,2.89922016,0.349999129772186,0.000467581499833614,748.530747894713,
37,2.98197884,0.359980463981628,0.000548419542610645,656.396127439243,
38,3.06474774,0.369963377714157,0.000638492172583938,579.43291022181,
39,3.14750254,0.379983127117157,0.000738197995815426,514.744186886367,
40,3.23024242,0.389965862035751,0.000846684968564659,460.579644748908,
41,3.31300802,0.399981051683426,0.000964433595072478,414.731562366787,
42,3.70206934,0.409987151622772,0.00109951943159103,372.878495680163,
43,3.78483538,0.420007824897766,0.00123314664233476,340.5984418062,
44,3.86758722,0.429991871118546,0.00137452385388315,312.829690007767,
45,3.95033738,0.439979791641235,0.00152325292583555,288.842242925543,
46,4.03306358,0.449995577335358,0.00167921802494675,267.979244297135,
47,4.11581658,0.45998677611351,0.00184107467066497,249.846887496079,
48,4.19856606,0.470002561807632,0.00200916500762105,233.929298999756,
49,4.281293,0.479987680912018,0.0021821865811944,219.957214038637,
50,4.36404226,0.490008562803268,0.00236082077026367,207.558561401737,
51,4.44675538,0.49999138712883,0.00254346337169409,196.578961070632,
52,4.52950788,0.509978413581848,0.00273058842867613,186.765024060803,
53,4.61230416,0.519994854927063,0.0029224893078208,177.928745037841,
54,4.69506948,0.529978632926941,0.00311774061992764,169.988045041168,
55,4.77783676,0.539995133876801,0.00331714493222535,162.789128877326,
56,4.8606311,0.549982309341431,0.00351962237618864,156.261737924567,
57,4.94339272,0.559969663619995,0.00372538343071938,150.311954201145,
58,5.02612696,0.569988906383514,0.00393513590097427,144.846053790009,
59,5.10889558,0.579971075057983,0.0041472315788269,139.845355638914,
60,5.19165844,0.58998715877533,0.00436323322355747,135.217882828252,
61,5.27442338,0.599979221820831,0.00458184676244855,130.947029206232,
62,5.35719048,0.6099973320961,0.00480372132733464,126.984329549891,
63,5.43995008,0.6199831366539,0.00502769136801362,123.313682418586,
64,5.52270852,0.629964172840118,0.00525473197922111,119.885119798916,
65,5.60548672,0.639980733394623,0.00548519613221288,116.674174991886,
66,5.68825034,0.649967730045319,0.0057176467962563,113.677488870228,
67,5.77102952,0.659987688064575,0.00595356803387403,110.85582365221,
68,5.85378686,0.669973373413086,0.00619160151109099,108.206797904058,
69,5.93657028,0.679989814758301,0.00643260171636939,105.709920299883,
70,6.01931866,0.68997049331665,0.00667518051341176,103.363570757429,
71,6.10208302,0.699954628944397,0.00692103104665875,101.13444430831,
72,6.18486026,0.709976553916931,0.00717003177851439,99.0200010053563,
73,6.26760006,0.719961404800415,0.00742138968780637,97.0116696584926,
74,6.35037356,0.729982197284698,0.00767571479082108,95.10282979217,
75,6.43314802,0.739964187145233,0.00793198123574257,93.2886961218284,
76,6.51588552,0.749985158443451,0.0081913098692894,91.5586359704535,
77,6.59863904,0.759969592094421,0.00845267623662949,89.9087544369806,
78,6.6814129,0.769957602024078,0.00871512945741415,88.3472363533348,
79,6.76417144,0.779975295066834,0.00898201670497656,86.8374353651204,
80,6.84690718,0.789957106113434,0.00925004575401545,85.4003458059127,
81,6.92970634,0.799975514411926,0.00952202081680298,84.0132078896797,
82,7.01247432,0.809958219528198,0.00979505199939013,82.6905482052192,
83,7.09522194,0.819948434829712,0.010070476680994,81.4210151915844,
84,7.17799126,0.829963624477386,0.0103491991758347,80.1959272767065,
