V1,I1,absI
1,0.00034584,0.00034584
0.99,0.00035418,0.00035418
0.98,0.00035608,0.00035608
0.97,0.00035282,0.00035282
0.96,0.0003471,0.0003471
0.95,0.00033878,0.00033878
0.94,0.0003287,0.0003287
0.93,0.00031742,0.00031742
0.92,0.0003052,0.0003052
0.91,0.00029278,0.00029278
0.9,0.00027968,0.00027968
0.89,0.0002665,0.0002665
0.88,0.00025334,0.00025334
0.87,0.00023984,0.00023984
0.86,0.00022694,0.00022694
0.85,0.00021424,0.00021424
0.84,0.00020162,0.00020162
0.83,0.00018926,0.00018926
0.82,0.00017748,0.00017748
0.81,0.0001659,0.0001659
0.8,0.00015502,0.00015502
0.79,0.0001438,0.0001438
0.78,0.00013378,0.00013378
0.77,0.00012424,0.00012424
0.76,0.0001151,0.0001151
0.75,0.00010658,0.00010658
0.74,9.6154E-05,9.6154E-05
0.73,8.9088E-05,8.9088E-05
0.72,8.219E-05,8.219E-05
0.71,7.5382E-05,7.5382E-05
0.7,6.9116E-05,6.9116E-05
0.69,6.3316E-05,6.3316E-05
0.68,5.743E-05,5.743E-05
0.67,5.2276E-05,5.2276E-05
0.66,4.753E-05,4.753E-05
0.65,4.2836E-05,4.2836E-05
0.64,3.869E-05,3.869E-05
0.63,3.493E-05,3.493E-05
0.62,3.1106E-05,3.1106E-05
0.61,2.7962E-05,2.7962E-05
0.6,2.5024E-05,2.5024E-05
0.59,2.2044E-05,2.2044E-05
0.58,1.964E-05,1.964E-05
0.57,1.7476E-05,1.7476E-05
0.56,1.5268E-05,1.5268E-05
0.55,1.3516E-05,1.3516E-05
0.54,1.1924E-05,1.1924E-05
0.53,1.0476E-05,1.0476E-05
0.52,8.5891E-06,8.5891E-06
0.51,7.4949E-06,7.4949E-06
0.5,6.5334E-06,6.5334E-06
0.49,5.6863E-06,5.6863E-06
0.48,4.8892E-06,4.8892E-06
0.47,4.2249E-06,4.2249E-06
0.46,3.6406E-06,3.6406E-06
0.45,3.1114E-06,3.1114E-06
0.44,2.6738E-06,2.6738E-06
0.43,2.2673E-06,2.2673E-06
0.42,1.9387E-06,1.9387E-06
0.41,1.6526E-06,1.6526E-06
0.4,1.3953E-06,1.3953E-06
0.39,1.1871E-06,1.1871E-06
0.38,1.0067E-06,1.0067E-06
0.37,7.326E-07,7.326E-07
0.36,6.2948E-07,6.2948E-07
0.35,5.357E-07,5.357E-07
0.34,4.5482E-07,4.5482E-07
0.33,3.847E-07,3.847E-07
0.32,3.245E-07,3.245E-07
0.31,2.7342E-07,2.7342E-07
0.3,2.2844E-07,2.2844E-07
0.29,1.9144E-07,1.9144E-07
0.28,1.6026E-07,1.6026E-07
0.27,1.3322E-07,1.3322E-07
0.26,1.109E-07,1.109E-07
0.25,8.20214E-08,8.20214E-08
0.24,6.6297E-08,6.6297E-08
0.23,5.2905E-08,5.2905E-08
0.22,4.29094E-08,4.29094E-08
0.21,3.42706E-08,3.42706E-08
0.2,2.795E-08,2.795E-08
0.19,2.2269E-08,2.2269E-08
0.18,1.81528E-08,1.81528E-08
0.17,1.4428E-08,1.4428E-08
0.16,1.18298E-08,1.18298E-08
0.15,9.2866E-09,9.2866E-09
0.14,5.8128E-09,5.8128E-09
0.13,4.7793E-09,4.7793E-09
0.12,3.293E-09,3.293E-09
0.11,2.7578E-09,2.7578E-09
0.1,1.8202E-09,1.8202E-09
0.09,1.6673E-09,1.6673E-09
0.08,9.889E-10,9.889E-10
0.07,1.0303E-09,1.0303E-09
0.06,6.4385E-10,6.4385E-10
0.05,4.3494E-10,4.3494E-10
0.04,3.312E-10,3.312E-10
0.03,2.5777E-10,2.5777E-10
0.02,8.34E-11,8.34E-11
0.01,1.325E-10,1.325E-10
0,1.2721E-10,1.2721E-10
-0.01,1.032E-10,1.032E-10
-0.02,-2.6684E-10,2.6684E-10
-0.03,-2.6752E-10,2.6752E-10
-0.04,-3.087E-10,3.087E-10
-0.05,-3.1534E-10,3.1534E-10
-0.06,-1.3414E-10,1.3414E-10
-0.07,-1.2815E-10,1.2815E-10
-0.08,-1.752E-10,1.752E-10
-0.09,-4.7945E-10,4.7945E-10
-0.1,-5.8683E-10,5.8683E-10
-0.11,-6.5141E-10,6.5141E-10
-0.12,-7.0992E-10,7.0992E-10
-0.13,-7.3525E-10,7.3525E-10
-0.14,-6.5513E-10,6.5513E-10
-0.15,-9.638E-10,9.638E-10
-0.16,-1.1233E-09,1.1233E-09
-0.17,-1.0103E-09,1.0103E-09
-0.18,-1.5288E-09,1.5288E-09
-0.19,-1.523E-09,1.523E-09
-0.2,-2.0675E-09,2.0675E-09
-0.21,-2.2181E-09,2.2181E-09
-0.22,-2.7965E-09,2.7965E-09
-0.23,-3.1016E-09,3.1016E-09
-0.24,-3.7615E-09,3.7615E-09
-0.25,-4.2618E-09,4.2618E-09
-0.26,-5.0123E-09,5.0123E-09
-0.27,-5.7429E-09,5.7429E-09
-0.28,-6.6197E-09,6.6197E-09
-0.29,-7.616E-09,7.616E-09
-0.3,-8.6746E-09,8.6746E-09
-0.31,-9.9861E-09,9.9861E-09
-0.32,-1.11946E-08,1.11946E-08
-0.33,-1.32E-08,1.32E-08
-0.34,-1.60218E-08,1.60218E-08
-0.35,-1.8812E-08,1.8812E-08
-0.36,-2.23362E-08,2.23362E-08
-0.37,-2.62968E-08,2.62968E-08
-0.38,-3.06884E-08,3.06884E-08
-0.39,-3.59578E-08,3.59578E-08
-0.4,-4.12972E-08,4.12972E-08
-0.41,-4.82078E-08,4.82078E-08
-0.42,-5.51514E-08,5.51514E-08
-0.43,-6.38732E-08,6.38732E-08
-0.44,-7.26838E-08,7.26838E-08
-0.45,-8.33284E-08,8.33284E-08
-0.46,-9.45526E-08,9.45526E-08
-0.47,-1.07465E-07,1.07465E-07
-0.48,-1.1324E-07,1.1324E-07
-0.49,-1.3264E-07,1.3264E-07
-0.5,-1.5358E-07,1.5358E-07
-0.51,-1.7906E-07,1.7906E-07
-0.52,-2.0774E-07,2.0774E-07
-0.53,-2.356E-07,2.356E-07
