V1,I1,absI
1,0.00037036,0.00037036
0.99,0.00037954,0.00037954
0.98,0.00038182,0.00038182
0.97,0.00037942,0.00037942
0.96,0.000373,0.000373
0.95,0.00036466,0.00036466
0.94,0.00035414,0.00035414
0.93,0.00034236,0.00034236
0.92,0.00032972,0.00032972
0.91,0.00031652,0.00031652
0.9,0.00030268,0.00030268
0.89,0.00028892,0.00028892
0.88,0.00027494,0.00027494
0.87,0.0002611,0.0002611
0.86,0.00024694,0.00024694
0.85,0.00023336,0.00023336
0.84,0.00021982,0.00021982
0.83,0.0002069,0.0002069
0.82,0.0001945,0.0001945
0.81,0.00018216,0.00018216
0.8,0.0001704,0.0001704
0.79,0.00015876,0.00015876
0.78,0.00014822,0.00014822
0.77,0.00013788,0.00013788
0.76,0.0001278,0.0001278
0.75,0.0001185,0.0001185
0.74,0.00010962,0.00010962
0.73,0.00010096,0.00010096
0.72,9.0434E-05,9.0434E-05
0.71,8.3652E-05,8.3652E-05
0.7,7.6984E-05,7.6984E-05
0.69,7.014E-05,7.014E-05
0.68,6.4236E-05,6.4236E-05
0.67,5.8608E-05,5.8608E-05
0.66,5.2898E-05,5.2898E-05
0.65,4.81E-05,4.81E-05
0.64,4.3514E-05,4.3514E-05
0.63,3.9292E-05,3.9292E-05
0.62,3.5204E-05,3.5204E-05
0.61,3.165E-05,3.165E-05
0.6,2.83E-05,2.83E-05
0.59,2.504E-05,2.504E-05
0.58,2.2316E-05,2.2316E-05
0.57,1.9834E-05,1.9834E-05
0.56,1.7408E-05,1.7408E-05
0.55,1.5396E-05,1.5396E-05
0.54,1.3566E-05,1.3566E-05
0.53,1.178E-05,1.178E-05
0.52,1.0356E-05,1.0356E-05
0.51,8.5007E-06,8.5007E-06
0.5,7.4262E-06,7.4262E-06
0.49,6.3621E-06,6.3621E-06
0.48,5.2808E-06,5.2808E-06
0.47,4.5425E-06,4.5425E-06
0.46,3.9071E-06,3.9071E-06
0.45,3.3435E-06,3.3435E-06
0.44,2.8608E-06,2.8608E-06
0.43,2.435E-06,2.435E-06
0.42,2.0678E-06,2.0678E-06
0.41,1.7572E-06,1.7572E-06
0.4,1.4845E-06,1.4845E-06
0.39,1.2502E-06,1.2502E-06
0.38,1.0628E-06,1.0628E-06
0.37,8.096E-07,8.096E-07
0.36,6.9252E-07,6.9252E-07
0.35,5.8844E-07,5.8844E-07
0.34,4.9806E-07,4.9806E-07
0.33,4.2036E-07,4.2036E-07
0.32,3.534E-07,3.534E-07
0.31,2.9612E-07,2.9612E-07
0.3,2.4878E-07,2.4878E-07
0.29,2.084E-07,2.084E-07
0.28,1.73E-07,1.73E-07
0.27,1.4362E-07,1.4362E-07
0.26,1.1918E-07,1.1918E-07
0.25,8.6926E-08,8.6926E-08
0.24,6.94094E-08,6.94094E-08
0.23,5.51342E-08,5.51342E-08
0.22,4.40422E-08,4.40422E-08
0.21,3.54804E-08,3.54804E-08
0.2,2.84046E-08,2.84046E-08
0.19,2.31226E-08,2.31226E-08
0.18,1.83178E-08,1.83178E-08
0.17,1.49156E-08,1.49156E-08
0.16,1.18144E-08,1.18144E-08
0.15,9.5352E-09,9.5352E-09
0.14,6.5508E-09,6.5508E-09
0.13,4.5406E-09,4.5406E-09
0.12,3.1598E-09,3.1598E-09
0.11,2.622E-09,2.622E-09
0.1,1.6971E-09,1.6971E-09
0.09,1.5499E-09,1.5499E-09
0.08,9.346E-10,9.346E-10
0.07,5.5914E-10,5.5914E-10
0.06,6.7969E-10,6.7969E-10
0.05,2.4538E-10,2.4538E-10
0.04,4.337E-10,4.337E-10
0.03,3.672E-11,3.672E-11
0.02,2.6744E-10,2.6744E-10
0.01,-1.0793E-10,1.0793E-10
0,-1.6384E-10,1.6384E-10
-0.01,-2.1828E-10,2.1828E-10
-0.02,-2.4927E-10,2.4927E-10
-0.03,-2.7657E-10,2.7657E-10
-0.04,-2.9748E-10,2.9748E-10
-0.05,-2.4938E-10,2.4938E-10
-0.06,-2.7391E-10,2.7391E-10
-0.07,-2.8797E-10,2.8797E-10
-0.08,-3.0663E-10,3.0663E-10
-0.09,-3.3628E-10,3.3628E-10
-0.1,-2.025E-10,2.025E-10
-0.11,-2.4159E-10,2.4159E-10
-0.12,-2.8376E-10,2.8376E-10
-0.13,-2.7605E-10,2.7605E-10
-0.14,-4.982E-10,4.982E-10
-0.15,-5.3707E-10,5.3707E-10
-0.16,-5.8482E-10,5.8482E-10
-0.17,-8.3134E-10,8.3134E-10
-0.18,-6.38E-10,6.38E-10
-0.19,-9.959E-10,9.959E-10
-0.2,-9.636E-10,9.636E-10
-0.21,-1.3572E-09,1.3572E-09
-0.22,-1.4086E-09,1.4086E-09
-0.23,-1.8395E-09,1.8395E-09
-0.24,-1.9697E-09,1.9697E-09
-0.25,-2.4808E-09,2.4808E-09
-0.26,-2.6846E-09,2.6846E-09
-0.27,-3.3122E-09,3.3122E-09
-0.28,-3.5967E-09,3.5967E-09
-0.29,-4.3723E-09,4.3723E-09
-0.3,-4.7617E-09,4.7617E-09
-0.31,-5.6973E-09,5.6973E-09
-0.32,-6.212E-09,6.212E-09
-0.33,-7.3543E-09,7.3543E-09
-0.34,-8.0005E-09,8.0005E-09
-0.35,-9.3782E-09,9.3782E-09
-0.36,-1.02564E-08,1.02564E-08
-0.37,-1.1336E-08,1.1336E-08
-0.38,-1.3933E-08,1.3933E-08
-0.39,-1.60218E-08,1.60218E-08
-0.4,-1.92586E-08,1.92586E-08
-0.41,-2.22266E-08,2.22266E-08
-0.42,-2.63136E-08,2.63136E-08
-0.43,-3.01712E-08,3.01712E-08
-0.44,-3.5203E-08,3.5203E-08
-0.45,-4.03776E-08,4.03776E-08
-0.46,-4.66358E-08,4.66358E-08
-0.47,-5.308E-08,5.308E-08
-0.48,-6.07484E-08,6.07484E-08
-0.49,-6.88668E-08,6.88668E-08
-0.5,-7.79858E-08,7.79858E-08
-0.51,-8.78154E-08,8.78154E-08
-0.52,-9.87054E-08,9.87054E-08
-0.53,-1.109156E-07,1.109156E-07
-0.54,-1.157E-07,1.157E-07
-0.55,-1.3314E-07,1.3314E-07
-0.56,-1.5404E-07,1.5404E-07
-0.57,-1.7636E-07,1.7636E-07
-0.58,-2.0326E-07,2.0326E-07
-0.59,-2.321E-07,2.321E-07
-0.6,-2.6088E-07,2.6088E-07
-0.61,-2.9682E-07,2.9682E-07
-0.62,-3.352E-07,3.352E-07
-0.63,-3.7486E-07,3.7486E-07
-0.64,-4.213E-07,4.213E-07
-0.65,-4.71E-07,4.71E-07
-0.66,-5.1826E-07,5.1826E-07
-0.67,-5.7768E-07,5.7768E-07
-0.68,-6.4116E-07,6.4116E-07
-0.69,-7.0856E-07,7.0856E-07
-0.7,-7.7442E-07,7.7442E-07
-0.71,-8.5302E-07,8.5302E-07
-0.72,-9.3474E-07,9.3474E-07
-0.73,-1.01078E-06,1.01078E-06
-0.74,-1.105E-06,1.105E-06
-0.75,-6.5854E-07,6.5854E-07
-0.76,-7.4066E-07,7.4066E-07
-0.77,-8.2864E-07,8.2864E-07
-0.78,-9.2088E-07,9.2088E-07
-0.79,-1.02092E-06,1.02092E-06
-0.8,-1.12462E-06,1.12462E-06
-0.81,-7.8846E-07,7.8846E-07
-0.82,-8.896E-07,8.896E-07
-0.83,-9.9398E-07,9.9398E-07
-0.84,-1.0951E-06,1.0951E-06
-0.85,-8.3424E-07,8.3424E-07
-0.86,-9.4196E-07,9.4196E-07
-0.87,-1.05522E-06,1.05522E-06
-0.88,-8.5174E-07,8.5174E-07
-0.89,-9.6262E-07,9.6262E-07
-0.9,-1.07818E-06,1.07818E-06
-0.91,-8.8812E-07,8.8812E-07
-0.92,-1.00452E-06,1.00452E-06
-0.93,-1.12758E-06,1.12758E-06
-0.94,-9.4602E-07,9.4602E-07
-0.95,-1.0687E-06,1.0687E-06
-0.96,-9.325E-07,9.325E-07
-0.97,-1.0523E-06,1.0523E-06
-0.98,-9.2912E-07,9.2912E-07
-0.99,-1.0501E-06,1.0501E-06
-1,-9.422E-07,9.422E-07
-1.01,-1.06234E-06,1.06234E-06
-1.02,-9.6714E-07,9.6714E-07
-1.03,-1.09342E-06,1.09342E-06
-1.04,-1.0203E-06,1.0203E-06
-1.05,-1.1469E-06,1.1469E-06
-1.06,-1.2773E-06,1.2773E-06
-1.07,-1.4264E-06,1.4264E-06
-1.08,-1.5755E-06,1.5755E-06
-1.09,-1.7505E-06,1.7505E-06
-1.1,-1.94E-06,1.94E-06
-1.11,-2.127E-06,2.127E-06
-1.12,-2.3359E-06,2.3359E-06
-1.13,-2.561E-06,2.561E-06
-1.14,-2.7799E-06,2.7799E-06
-1.15,-3.0307E-06,3.0307E-06
-1.16,-3.2296E-06,3.2296E-06
-1.17,-3.4933E-06,3.4933E-06
-1.18,-3.7553E-06,3.7553E-06
-1.19,-4.0287E-06,4.0287E-06
-1.2,-4.3148E-06,4.3148E-06
-1.21,-4.6071E-06,4.6071E-06
-1.22,-4.9116E-06,4.9116E-06
-1.23,-5.2238E-06,5.2238E-06
-1.24,-5.5463E-06,5.5463E-06
-1.25,-5.829E-06,5.829E-06
-1.26,-6.2066E-06,6.2066E-06
-1.27,-6.5517E-06,6.5517E-06
-1.28,-6.8911E-06,6.8911E-06
-1.29,-7.2461E-06,7.2461E-06
-1.3,-7.6041E-06,7.6041E-06
-1.31,-7.9741E-06,7.9741E-06
-1.32,-8.3394E-06,8.3394E-06
-1.33,-8.7262E-06,8.7262E-06
