V1,I1,absI
1,0.00036356,0.00036356
0.99,0.00037188,0.00037188
0.98,0.00037434,0.00037434
0.97,0.00037172,0.00037172
0.96,0.00036544,0.00036544
0.95,0.0003573,0.0003573
0.94,0.00034678,0.00034678
0.93,0.0003351,0.0003351
0.92,0.00032274,0.00032274
0.91,0.00030968,0.00030968
0.9,0.00029592,0.00029592
0.89,0.0002826,0.0002826
0.88,0.00026856,0.00026856
0.87,0.00025486,0.00025486
0.86,0.00024104,0.00024104
0.85,0.00022774,0.00022774
0.84,0.0002146,0.0002146
0.83,0.00020188,0.00020188
0.82,0.00018942,0.00018942
0.81,0.00017726,0.00017726
0.8,0.00016582,0.00016582
0.79,0.00015466,0.00015466
0.78,0.000144,0.000144
0.77,0.00013368,0.00013368
0.76,0.00012398,0.00012398
0.75,0.00011452,0.00011452
0.74,0.0001058,0.0001058
0.73,9.542E-05,9.542E-05
0.72,8.8314E-05,8.8314E-05
0.71,8.1262E-05,8.1262E-05
0.7,7.4492E-05,7.4492E-05
0.69,6.8462E-05,6.8462E-05
0.68,6.2516E-05,6.2516E-05
0.67,5.673E-05,5.673E-05
0.66,5.1652E-05,5.1652E-05
0.65,4.6838E-05,4.6838E-05
0.64,4.2178E-05,4.2178E-05
0.63,3.8074E-05,3.8074E-05
0.62,3.431E-05,3.431E-05
0.61,3.0622E-05,3.0622E-05
0.6,2.7474E-05,2.7474E-05
0.59,2.4538E-05,2.4538E-05
0.58,2.1658E-05,2.1658E-05
0.57,1.9256E-05,1.9256E-05
0.56,1.7096E-05,1.7096E-05
0.55,1.4972E-05,1.4972E-05
0.54,1.3236E-05,1.3236E-05
0.53,1.165E-05,1.165E-05
0.52,1.0104E-05,1.0104E-05
0.51,8.3492E-06,8.3492E-06
0.5,7.2352E-06,7.2352E-06
0.49,6.2951E-06,6.2951E-06
0.48,5.4525E-06,5.4525E-06
0.47,4.6802E-06,4.6802E-06
0.46,4.0396E-06,4.0396E-06
0.45,3.4467E-06,3.4467E-06
0.44,2.9615E-06,2.9615E-06
0.43,2.5365E-06,2.5365E-06
0.42,2.1466E-06,2.1466E-06
0.41,1.8302E-06,1.8302E-06
0.4,1.5548E-06,1.5548E-06
0.39,1.3099E-06,1.3099E-06
0.38,1.1113E-06,1.1113E-06
0.37,8.4732E-07,8.4732E-07
0.36,7.1872E-07,7.1872E-07
0.35,6.1658E-07,6.1658E-07
0.34,5.2594E-07,5.2594E-07
0.33,4.4054E-07,4.4054E-07
0.32,3.7394E-07,3.7394E-07
0.31,3.1654E-07,3.1654E-07
0.3,2.6236E-07,2.6236E-07
0.29,2.2066E-07,2.2066E-07
0.28,1.854E-07,1.854E-07
0.27,1.5348E-07,1.5348E-07
0.26,1.2824E-07,1.2824E-07
0.25,1.064E-07,1.064E-07
0.24,7.70864E-08,7.70864E-08
0.23,6.10454E-08,6.10454E-08
0.22,4.90636E-08,4.90636E-08
0.21,3.94548E-08,3.94548E-08
0.2,3.14954E-08,3.14954E-08
0.19,2.53496E-08,2.53496E-08
0.18,2.0533E-08,2.0533E-08
0.17,1.62604E-08,1.62604E-08
0.16,1.24284E-08,1.24284E-08
0.15,1.02998E-08,1.02998E-08
0.14,6.3955E-09,6.3955E-09
0.13,4.9795E-09,4.9795E-09
0.12,3.579E-09,3.579E-09
0.11,2.8121E-09,2.8121E-09
0.1,1.9803E-09,1.9803E-09
0.09,1.6764E-09,1.6764E-09
0.08,1.0901E-09,1.0901E-09
0.07,8.794E-10,8.794E-10
0.06,7.3839E-10,7.3839E-10
0.05,3.1788E-10,3.1788E-10
0.04,4.7491E-10,4.7491E-10
0.03,7.68E-11,7.68E-11
0.02,2.8643E-10,2.8643E-10
0.01,-8.832E-11,8.832E-11
0,1.4117E-10,1.4117E-10
-0.01,9.589E-11,9.589E-11
-0.02,7.293E-11,7.293E-11
-0.03,-2.3453E-10,2.3453E-10
-0.04,-2.6808E-10,2.6808E-10
-0.05,-2.9168E-10,2.9168E-10
-0.06,-3.9221E-10,3.9221E-10
-0.07,-4.2321E-10,4.2321E-10
-0.08,-3.5293E-10,3.5293E-10
-0.09,-2.5942E-10,2.5942E-10
-0.1,-3.0388E-10,3.0388E-10
-0.11,-2.8933E-10,2.8933E-10
-0.12,-3.8143E-10,3.8143E-10
-0.13,-5.3462E-10,5.3462E-10
-0.14,-6.2328E-10,6.2328E-10
-0.15,-8.1739E-10,8.1739E-10
-0.16,-8.963E-10,8.963E-10
-0.17,-9.364E-10,9.364E-10
-0.18,-1.234E-09,1.234E-09
-0.19,-1.3819E-09,1.3819E-09
-0.2,-1.6841E-09,1.6841E-09
-0.21,-1.9795E-09,1.9795E-09
-0.22,-2.306E-09,2.306E-09
-0.23,-2.7498E-09,2.7498E-09
-0.24,-3.0999E-09,3.0999E-09
-0.25,-3.7491E-09,3.7491E-09
-0.26,-4.1582E-09,4.1582E-09
-0.27,-4.9987E-09,4.9987E-09
-0.28,-5.5337E-09,5.5337E-09
-0.29,-6.5786E-09,6.5786E-09
-0.3,-7.2936E-09,7.2936E-09
-0.31,-8.5287E-09,8.5287E-09
-0.32,-9.4692E-09,9.4692E-09
-0.33,-1.0487E-08,1.0487E-08
-0.34,-1.27848E-08,1.27848E-08
-0.35,-1.49932E-08,1.49932E-08
-0.36,-1.79888E-08,1.79888E-08
-0.37,-2.10974E-08,2.10974E-08
-0.38,-2.48832E-08,2.48832E-08
-0.39,-2.9023E-08,2.9023E-08
-0.4,-3.36046E-08,3.36046E-08
-0.41,-3.9093E-08,3.9093E-08
-0.42,-4.49566E-08,4.49566E-08
-0.43,-5.20248E-08,5.20248E-08
-0.44,-5.92682E-08,5.92682E-08
-0.45,-6.81772E-08,6.81772E-08
-0.46,-7.7208E-08,7.7208E-08
-0.47,-8.80402E-08,8.80402E-08
-0.48,-9.90574E-08,9.90574E-08
-0.49,-1.118102E-07,1.118102E-07
-0.5,-1.1702E-07,1.1702E-07
-0.51,-1.3608E-07,1.3608E-07
-0.52,-1.5722E-07,1.5722E-07
-0.53,-1.823E-07,1.823E-07
-0.54,-2.0906E-07,2.0906E-07
-0.55,-2.4002E-07,2.4002E-07
-0.56,-2.7426E-07,2.7426E-07
-0.57,-3.0974E-07,3.0974E-07
-0.58,-3.5186E-07,3.5186E-07
-0.59,-3.978E-07,3.978E-07
-0.6,-4.4678E-07,4.4678E-07
-0.61,-4.969E-07,4.969E-07
-0.62,-5.5638E-07,5.5638E-07
-0.63,-6.1922E-07,6.1922E-07
-0.64,-6.806E-07,6.806E-07
-0.65,-7.5678E-07,7.5678E-07
-0.66,-8.272E-07,8.272E-07
-0.67,-9.1376E-07,9.1376E-07
-0.68,-1.00732E-06,1.00732E-06
-0.69,-1.10318E-06,1.10318E-06
-0.7,-6.743E-07,6.743E-07
-0.71,-7.6696E-07,7.6696E-07
-0.72,-8.5332E-07,8.5332E-07
-0.73,-9.5796E-07,9.5796E-07
-0.74,-1.07292E-06,1.07292E-06
-0.75,-7.5374E-07,7.5374E-07
-0.76,-8.5552E-07,8.5552E-07
-0.77,-9.5884E-07,9.5884E-07
-0.78,-1.07052E-06,1.07052E-06
-0.79,-8.2824E-07,8.2824E-07
-0.8,-9.3922E-07,9.3922E-07
-0.81,-1.05398E-06,1.05398E-06
-0.82,-8.5666E-07,8.5666E-07
-0.83,-9.6946E-07,9.6946E-07
-0.84,-1.09266E-06,1.09266E-06
-0.85,-9.0548E-07,9.0548E-07
-0.86,-1.02544E-06,1.02544E-06
-0.87,-8.8754E-07,8.8754E-07
-0.88,-1.00702E-06,1.00702E-06
-0.89,-1.13292E-06,1.13292E-06
-0.9,-1.016E-06,1.016E-06
-0.91,-1.1465E-06,1.1465E-06
-0.92,-1.2861E-06,1.2861E-06
-0.93,-1.4237E-06,1.4237E-06
-0.94,-1.5848E-06,1.5848E-06
-0.95,-1.7509E-06,1.7509E-06
-0.96,-1.9273E-06,1.9273E-06
-0.97,-2.1164E-06,2.1164E-06
-0.98,-2.3143E-06,2.3143E-06
-0.99,-2.5274E-06,2.5274E-06
-1,-2.7636E-06,2.7636E-06
-1.01,-2.9744E-06,2.9744E-06
-1.02,-3.2157E-06,3.2157E-06
-1.03,-3.4668E-06,3.4668E-06
-1.04,-3.7248E-06,3.7248E-06
