Time (s)	repeat #	Applied voltage (V)	Current (A)	Absolute current (A)	Resistance (Ohm)
6333.546	1	0	2.64969E-10	2.64969E-10	0
6333.931	1	0.5	0.0012	0.0012	415.99587
6335.514	1	0	-1.84685E-10	1.84685E-10	0
6336.009	1	-1	-2.15882E-8	2.15882E-8	4.63215E7
6336.392	1	0	2.69835E-10	2.69835E-10	0
6336.783	1	0.5	0.0012	0.0012	415.70777
6338.35	1	0	-1.87915E-10	1.87915E-10	0
6338.844	1	-1	-2.13975E-8	2.13975E-8	4.67345E7
6339.237	1	0	2.71597E-10	2.71597E-10	0
6339.63	1	0.5	0.0012	0.0012	415.48599
6341.193	1	0	-1.81748E-10	1.81748E-10	0
6341.696	1	-1	-2.16161E-8	2.16161E-8	4.62617E7
6342.087	1	0	2.65598E-10	2.65598E-10	0
6342.478	1	1	0.01089	0.01089	91.86389
6463.143	1	1	0.01089	0.01089	91.86398
6463.532	1	0	-3.80619E-10	3.80619E-10	0
6464.112	1	-1	-6.01178E-7	6.01178E-7	1.6634E6
6464.883	1	0	2.79526E-10	2.79526E-10	0
6465.272	1	-4	-9.68961E-5	9.68961E-5	41281.35254
6466.741	1	0	1.21785E-9	1.21785E-9	0
6467.225	1	-1	-4.01656E-9	4.01656E-9	2.48969E8
6467.618	1	0	5.80777E-10	5.80777E-10	0
6468.014	1	-4	-9.26423E-5	9.26423E-5	43176.83028
6469.483	1	0	1.28912E-9	1.28912E-9	0
6469.98	1	-1	-3.3714E-9	3.3714E-9	2.96612E8
6470.37	1	0	6.62036E-10	6.62036E-10	0
6470.761	1	-4	-8.9907E-5	8.9907E-5	44490.42282
6472.234	1	0	1.35729E-9	1.35729E-9	0
6472.716	1	-1	-3.03798E-9	3.03798E-9	3.29166E8
6473.102	1	0	6.9996E-10	6.9996E-10	0
6473.491	1	-4	-8.79139E-5	8.79139E-5	45499.08285
6474.961	1	0	1.35813E-9	1.35813E-9	0
6475.454	1	-1	-2.79757E-9	2.79757E-9	3.57453E8
6475.837	1	0	7.09525E-10	7.09525E-10	0
6476.23	1	-4	-8.65921E-5	8.65921E-5	46193.56374
6477.695	1	0	1.39387E-9	1.39387E-9	0
6478.181	1	-1	-2.76976E-9	2.76976E-9	3.61043E8
6478.565	1	0	7.33394E-10	7.33394E-10	0
6478.954	1	-4	-8.61059E-5	8.61059E-5	46454.44033
6480.424	1	0	1.40302E-9	1.40302E-9	0
6480.909	1	-1	-2.5562E-9	2.5562E-9	3.91205E8
6481.296	1	0	7.44386E-10	7.44386E-10	0
6481.682	1	-4	-8.49531E-5	8.49531E-5	47084.81435
6483.154	1	0	1.40373E-9	1.40373E-9	0
6483.64	1	-1	-2.51903E-9	2.51903E-9	3.96979E8
6484.024	1	0	7.52063E-10	7.52063E-10	0
6484.412	1	-4	-8.37454E-5	8.37454E-5	47763.81177
6485.885	1	0	1.40877E-9	1.40877E-9	0
6486.369	1	-1	-2.42425E-9	2.42425E-9	4.12498E8
6486.754	1	0	7.59237E-10	7.59237E-10	0
6487.141	1	-4	-8.31118E-5	8.31118E-5	48127.93174
6488.612	1	0	1.38947E-9	1.38947E-9	0
6489.107	1	-1	-2.38846E-9	2.38846E-9	4.18679E8
6489.492	1	0	7.4019E-10	7.4019E-10	0
6489.888	1	-4	-8.27763E-5	8.27763E-5	48323.02784
6491.371	1	0	1.39039E-9	1.39039E-9	0
6491.867	1	-1	-2.32922E-9	2.32922E-9	4.29328E8
6492.255	1	0	7.41828E-10	7.41828E-10	0
6492.657	1	-4	-8.22563E-5	8.22563E-5	48628.47046
6494.132	1	0	1.42248E-9	1.42248E-9	0
6494.615	1	-1	-2.25609E-9	2.25609E-9	4.43245E8
6495.006	1	0	7.71025E-10	7.71025E-10	0
6495.394	1	-4	-8.18687E-5	8.18687E-5	48858.72731
6496.873	1	0	1.42651E-9	1.42651E-9	0
6497.367	1	-1	-2.23532E-9	2.23532E-9	4.47363E8
6497.759	1	0	7.59026E-10	7.59026E-10	0
6498.151	1	-4	-8.04783E-5	8.04783E-5	49702.80827
6499.625	1	0	1.4268E-9	1.4268E-9	0
6500.107	1	-1	-2.14952E-9	2.14952E-9	4.6522E8
6500.494	1	0	7.55713E-10	7.55713E-10	0
6500.885	1	-4	-8.0993E-5	8.0993E-5	49387.00235
6502.359	1	0	1.42949E-9	1.42949E-9	0
6502.848	1	-1	-2.11097E-9	2.11097E-9	4.73717E8
6503.233	1	0	7.75556E-10	7.75556E-10	0
6503.616	1	-4	-8.02865E-5	8.02865E-5	49821.5951
6505.093	1	0	1.4078E-9	1.4078E-9	0
6505.589	1	-1	-2.11214E-9	2.11214E-9	4.73453E8
6505.98	1	0	7.71906E-10	7.71906E-10	0
6506.372	1	-4	-8.04208E-5	8.04208E-5	49738.40088
6507.842	1	0	1.42915E-9	1.42915E-9	0
6508.325	1	-1	-2.05684E-9	2.05684E-9	4.86182E8
6508.712	1	0	7.7434E-10	7.7434E-10	0
6509.101	1	-4	-7.97523E-5	7.97523E-5	50155.27446
6510.575	1	0	1.42941E-9	1.42941E-9	0
6511.063	1	-1	-2.04379E-9	2.04379E-9	4.89286E8
6511.448	1	0	7.75094E-10	7.75094E-10	0
6511.835	1	-4	-8.02114E-5	8.02114E-5	49868.23565
6513.313	1	0	1.39585E-9	1.39585E-9	0
6513.809	1	-1	-2.03272E-9	2.03272E-9	4.91952E8
6514.202	1	0	7.52524E-10	7.52524E-10	0
6514.594	1	-4	-7.92488E-5	7.92488E-5	50473.96313
6516.07	1	0	1.39413E-9	1.39413E-9	0
6516.569	1	-1	-2.01745E-9	2.01745E-9	4.95676E8
6516.96	1	0	7.55545E-10	7.55545E-10	0
6517.353	1	-4	-7.92643E-5	7.92643E-5	50464.09303
6518.83	1	0	1.43142E-9	1.43142E-9	0
6519.326	1	-1	-1.99005E-9	1.99005E-9	5.02501E8
6519.724	1	0	7.68802E-10	7.68802E-10	0
6520.113	1	-4	-7.90616E-5	7.90616E-5	50593.4933
6521.586	1	0	1.42483E-9	1.42483E-9	0
6522.074	1	-1	-1.97549E-9	1.97549E-9	5.06204E8
6522.478	1	0	7.74632E-10	7.74632E-10	0
6522.871	1	-4	-7.86127E-5	7.86127E-5	50882.35732
6524.343	1	0	1.42437E-9	1.42437E-9	0
6524.826	1	-1	-1.94314E-9	1.94314E-9	5.14631E8
6525.213	1	0	7.82519E-10	7.82519E-10	0
6525.602	1	-4	-7.82627E-5	7.82627E-5	51109.88958
6527.076	1	0	1.43356E-9	1.43356E-9	0
6527.565	1	-1	-1.923E-9	1.923E-9	5.20021E8
6527.951	1	0	7.8168E-10	7.8168E-10	0
6528.339	1	-4	-7.84283E-5	7.84283E-5	51001.998
6529.815	1	0	1.43683E-9	1.43683E-9	0
6530.309	1	-1	-1.90056E-9	1.90056E-9	5.26162E8
6530.704	1	0	7.80841E-10	7.80841E-10	0
6531.093	1	-4	-7.8062E-5	7.8062E-5	51241.34069
6532.567	1	0	1.43901E-9	1.43901E-9	0
6533.056	1	-1	-1.88646E-9	1.88646E-9	5.30094E8
6533.443	1	0	7.67626E-10	7.67626E-10	0
6533.837	1	0.6	0.00274	0.00274	219.33801
6535.41	1	0	-5.75581E-11	5.75581E-11	0
6535.895	1	-1	-3.79272E-9	3.79272E-9	2.63663E8
6536.284	1	0	3.93171E-10	3.93171E-10	0
6536.677	1	0.6	0.00275	0.00275	217.91976
6538.238	1	0	-1.33289E-10	1.33289E-10	0
6538.739	1	-1	-5.13792E-9	5.13792E-9	1.94631E8
6539.134	1	0	3.38844E-10	3.38844E-10	0
6539.526	1	0.6	0.00276	0.00276	217.07482
6541.096	1	0	-1.64923E-10	1.64923E-10	0
6541.592	1	-1	-6.10265E-9	6.10265E-9	1.63863E8
6541.982	1	0	3.2005E-10	3.2005E-10	0
6542.372	1	0.6	0.00277	0.00277	216.4656
6543.933	1	0	-1.78223E-10	1.78223E-10	0
6544.424	1	-1	-7.13548E-9	7.13548E-9	1.40145E8
6544.812	1	0	2.98907E-10	2.98907E-10	0
6545.197	1	0.6	0.00278	0.00278	215.99104
6546.762	1	0	-1.89845E-10	1.89845E-10	0
6547.261	1	-1	-8.21861E-9	8.21861E-9	1.21675E8
6547.656	1	0	2.93957E-10	2.93957E-10	0
6548.045	1	0.6	0.00278	0.00278	215.60375
6549.611	1	0	-1.96642E-10	1.96642E-10	0
6550.111	1	-1	-9.11198E-9	9.11198E-9	1.09746E8
6550.501	1	0	2.83343E-10	2.83343E-10	0
6550.892	1	0.6	0.00279	0.00279	215.28548
6552.456	1	0	-2.0046E-10	2.0046E-10	0
6552.958	1	-1	-1.01723E-8	1.01723E-8	9.83063E7
6553.351	1	0	2.82084E-10	2.82084E-10	0
6553.745	1	0.6	0.00279	0.00279	215.00406
6555.309	1	0	-2.08893E-10	2.08893E-10	0
6555.799	1	-1	-1.14349E-8	1.14349E-8	8.74513E7
6556.189	1	0	2.77092E-10	2.77092E-10	0
6556.578	1	0.6	0.00279	0.00279	214.76057
6558.156	1	0	-2.10697E-10	2.10697E-10	0
6558.659	1	-1	-1.17252E-8	1.17252E-8	8.52863E7
6559.051	1	0	2.61948E-10	2.61948E-10	0
6559.445	1	0.6	0.0028	0.0028	214.54086
6561.004	1	0	-2.13802E-10	2.13802E-10	0
6561.482	1	-1	-1.30964E-8	1.30964E-8	7.63568E7
6561.877	1	0	2.70716E-10	2.70716E-10	0
6562.264	1	0.6	0.0028	0.0028	214.34902
6563.827	1	0	-2.08432E-10	2.08432E-10	0
6564.329	1	-1	-1.44217E-8	1.44217E-8	6.934E7
6564.721	1	0	2.5511E-10	2.5511E-10	0
6565.116	1	0.6	0.0028	0.0028	214.17794
6566.684	1	0	-2.08474E-10	2.08474E-10	0
6567.183	1	-1	-1.52477E-8	1.52477E-8	6.55837E7
6567.574	1	0	2.55739E-10	2.55739E-10	0
6567.968	1	0.6	0.0028	0.0028	214.02292
6569.537	1	0	-2.12082E-10	2.12082E-10	0
6570.034	1	-1	-1.66987E-8	1.66987E-8	5.98849E7
6570.424	1	0	2.69205E-10	2.69205E-10	0
6570.813	1	0.6	0.00281	0.00281	213.87096
6572.378	1	0	-2.17997E-10	2.17997E-10	0
6572.88	1	-1	-1.74634E-8	1.74634E-8	5.72627E7
6573.27	1	0	2.64801E-10	2.64801E-10	0
6573.664	1	0.6	0.00281	0.00281	213.73786
6575.233	1	0	-2.1741E-10	2.1741E-10	0
6575.731	1	-1	-1.75085E-8	1.75085E-8	5.71152E7
6576.124	1	0	2.70926E-10	2.70926E-10	0
6576.514	1	0.6	0.00281	0.00281	213.61405
6578.078	1	0	-2.20053E-10	2.20053E-10	0
6578.579	1	-1	-1.85724E-8	1.85724E-8	5.38432E7
6578.973	1	0	2.66101E-10	2.66101E-10	0
6579.363	1	0.6	0.00281	0.00281	213.50809
6580.924	1	0	-2.20682E-10	2.20682E-10	0
6581.413	1	-1	-1.94694E-8	1.94694E-8	5.13625E7
6581.797	1	0	2.4802E-10	2.4802E-10	0
6582.192	1	0.6	0.00281	0.00281	213.39092
6583.761	1	0	-2.20053E-10	2.20053E-10	0
6584.257	1	-1	-2.0612E-8	2.0612E-8	4.85155E7
6584.646	1	0	2.64339E-10	2.64339E-10	0
6585.035	1	0.6	0.00281	0.00281	213.29193
6586.602	1	0	-2.18962E-10	2.18962E-10	0
6587.102	1	-1	-2.18672E-8	2.18672E-8	4.57306E7
6587.493	1	0	2.64675E-10	2.64675E-10	0
6587.884	1	0.6	0.00281	0.00281	213.19052
6589.451	1	0	-2.19214E-10	2.19214E-10	0
6589.95	1	-1	-2.3211E-8	2.3211E-8	4.30831E7
6590.343	1	0	2.62409E-10	2.62409E-10	0
6590.733	1	0.6	0.00282	0.00282	213.10466
6592.278	1	0	-2.20767E-10	2.20767E-10	0
6592.774	1	-1	-2.3455E-8	2.3455E-8	4.26349E7
6593.166	1	0	2.63165E-10	2.63165E-10	0
6593.555	1	0.6	0.00282	0.00282	213.02809
6595.12	1	0	-2.22738E-10	2.22738E-10	0
6595.621	1	-1	-2.39995E-8	2.39995E-8	4.16675E7
6596.015	1	0	2.63416E-10	2.63416E-10	0
6596.406	1	0.6	0.00282	0.00282	212.94704
6597.973	1	0	-2.20515E-10	2.20515E-10	0
6598.473	1	-1	-2.51175E-8	2.51175E-8	3.98128E7
6598.863	1	0	2.6178E-10	2.6178E-10	0
6599.254	1	0.6	0.00282	0.00282	212.86771
6600.821	1	0	-2.21186E-10	2.21186E-10	0
6601.322	1	-1	-2.53724E-8	2.53724E-8	3.94129E7
6601.714	1	0	2.46216E-10	2.46216E-10	0
6602.107	1	0.6	0.00282	0.00282	212.79863
6603.674	1	0	-2.21186E-10	2.21186E-10	0
6604.173	1	-1	-2.55429E-8	2.55429E-8	3.91498E7
6604.564	1	0	2.59095E-10	2.59095E-10	0
6604.955	1	1	0.01088	0.01088	91.8942
6725.613	1	1	0.01088	0.01088	91.8947
6726.005	1	0	-3.79276E-10	3.79276E-10	0
6726.587	1	-1	-5.9882E-7	5.9882E-7	1.66995E6
6727.374	1	0	2.77847E-10	2.77847E-10	0
6727.762	1	-4	-9.7428E-5	9.7428E-5	41055.94663
6729.242	1	0	1.19205E-9	1.19205E-9	0
6729.737	1	-1	-4.02843E-9	4.02843E-9	2.48236E8
6730.125	1	0	5.9483E-10	5.9483E-10	0
6730.51	1	-4	-9.30265E-5	9.30265E-5	42998.49118
6731.98	1	0	1.31488E-9	1.31488E-9	0
6732.48	1	-1	-3.35231E-9	3.35231E-9	2.98302E8
6732.873	1	0	6.55072E-10	6.55072E-10	0
6733.267	1	-4	-9.00863E-5	9.00863E-5	44401.85813
6734.738	1	0	1.358E-9	1.358E-9	0
6735.227	1	-1	-3.03404E-9	3.03404E-9	3.29594E8
6735.632	1	0	6.81794E-10	6.81794E-10	0
6736.027	1	-4	-8.71938E-5	8.71938E-5	45874.82137
6737.499	1	0	1.35243E-9	1.35243E-9	0
6738.002	1	-1	-2.85077E-9	2.85077E-9	3.50782E8
6738.395	1	0	7.03525E-10	7.03525E-10	0
6738.789	1	-4	-8.57834E-5	8.57834E-5	46629.07897
6740.258	1	0	1.38385E-9	1.38385E-9	0
6740.749	1	-1	-2.72348E-9	2.72348E-9	3.67177E8
6741.153	1	0	7.34065E-10	7.34065E-10	0
6741.528	1	-4	-8.53204E-5	8.53204E-5	46882.08908
6743.013	1	0	1.39782E-9	1.39782E-9	0
6743.5	1	-1	-2.59077E-9	2.59077E-9	3.85985E8
6743.89	1	0	7.41953E-10	7.41953E-10	0
6744.279	1	-4	-8.43409E-5	8.43409E-5	47426.59726
6745.755	1	0	1.38179E-9	1.38179E-9	0
6746.253	1	-1	-2.50384E-9	2.50384E-9	3.99387E8
6746.644	1	0	7.33353E-10	7.33353E-10	0
6747.04	1	-4	-8.41367E-5	8.41367E-5	47541.65659
6748.517	1	0	1.40285E-9	1.40285E-9	0
6749.013	1	-1	-2.4456E-9	2.4456E-9	4.08897E8
6749.406	1	0	7.38513E-10	7.38513E-10	0
6749.799	1	-4	-8.33822E-5	8.33822E-5	47971.84628
6751.268	1	0	1.39627E-9	1.39627E-9	0
6751.755	1	-1	-2.38389E-9	2.38389E-9	4.19483E8
6752.139	1	0	7.56593E-10	7.56593E-10	0
6752.529	1	-4	-8.23416E-5	8.23416E-5	48578.14797
6753.998	1	0	1.42181E-9	1.42181E-9	0
6754.486	1	-1	-2.30887E-9	2.30887E-9	4.33112E8
6754.877	1	0	7.62593E-10	7.62593E-10	0
6755.266	1	-4	-8.18966E-5	8.18966E-5	48842.05262
6756.752	1	0	1.39526E-9	1.39526E-9	0
6757.247	1	-1	-2.26604E-9	2.26604E-9	4.41299E8
6757.631	1	0	7.41323E-10	7.41323E-10	0
6758.033	1	-4	-8.01506E-5	8.01506E-5	49906.07676
6759.515	1	0	1.40092E-9	1.40092E-9	0
6760.009	1	-1	-2.21149E-9	2.21149E-9	4.52184E8
6760.398	1	0	7.6813E-10	7.6813E-10	0
6760.785	1	-4	-8.06363E-5	8.06363E-5	49605.45065
6762.271	1	0	1.4005E-9	1.4005E-9	0
6762.764	1	-1	-2.17738E-9	2.17738E-9	4.59268E8
6763.15	1	0	7.47239E-10	7.47239E-10	0
6763.548	1	-4	-8.09313E-5	8.09313E-5	49424.61714
6765.033	1	0	1.43163E-9	1.43163E-9	0
6765.518	1	-1	-2.14239E-9	2.14239E-9	4.66769E8
6765.909	1	0	7.70815E-10	7.70815E-10	0
6766.297	1	-4	-8.04506E-5	8.04506E-5	49719.97091
6767.767	1	0	1.42395E-9	1.42395E-9	0
6768.257	1	-1	-2.09926E-9	2.09926E-9	4.76359E8
6768.642	1	0	7.66116E-10	7.66116E-10	0
6769.029	1	-4	-7.95128E-5	7.95128E-5	50306.37209
6770.51	1	0	1.4013E-9	1.4013E-9	0
6771.008	1	-1	-2.08311E-9	2.08311E-9	4.80053E8
6771.4	1	0	7.61921E-10	7.61921E-10	0
6771.789	1	-4	-7.88935E-5	7.88935E-5	50701.27468
6773.27	1	0	1.40134E-9	1.40134E-9	0
6773.768	1	-1	-2.0623E-9	2.0623E-9	4.84897E8
6774.158	1	0	7.58523E-10	7.58523E-10	0
6774.543	1	-4	-7.93653E-5	7.93653E-5	50399.89164
6776.021	1	0	1.40793E-9	1.40793E-9	0
6776.522	1	-1	-2.03171E-9	2.03171E-9	4.92197E8
6776.919	1	0	7.6901E-10	7.6901E-10	0
6777.309	1	-4	-7.9491E-5	7.9491E-5	50320.14304
6778.788	1	0	1.40071E-9	1.40071E-9	0
6779.286	1	-1	-2.01149E-9	2.01149E-9	4.97145E8
6779.676	1	0	7.53154E-10	7.53154E-10	0
6780.073	1	-4	-7.71503E-5	7.71503E-5	51846.82271
6781.553	1	0	1.39824E-9	1.39824E-9	0
6782.049	1	-1	-2.00519E-9	2.00519E-9	4.98705E8
6782.437	1	0	7.63977E-10	7.63977E-10	0
6782.831	1	-4	-7.70067E-5	7.70067E-5	51943.52544
6784.308	1	0	1.42739E-9	1.42739E-9	0
6784.804	1	-1	-1.9726E-9	1.9726E-9	5.06946E8
6785.197	1	0	7.77023E-10	7.77023E-10	0
6785.587	1	-4	-7.68747E-5	7.68747E-5	52032.71661
6787.067	1	0	1.43062E-9	1.43062E-9	0
6787.566	1	-1	-1.95732E-9	1.95732E-9	5.10902E8
6787.958	1	0	7.56468E-10	7.56468E-10	0
6788.352	1	-4	-7.68388E-5	7.68388E-5	52057.01336
6789.819	1	0	1.4013E-9	1.4013E-9	0
6790.323	1	-1	-1.93974E-9	1.93974E-9	5.15532E8
6790.716	1	0	7.75766E-10	7.75766E-10	0
6791.11	1	-4	-7.78009E-5	7.78009E-5	51413.31343
6792.588	1	0	1.42487E-9	1.42487E-9	0
6793.083	1	-1	-1.91293E-9	1.91293E-9	5.22758E8
6793.477	1	0	7.72618E-10	7.72618E-10	0
6793.868	1	-4	-7.58242E-5	7.58242E-5	52753.62724
6795.345	1	0	1.41019E-9	1.41019E-9	0
6795.845	1	-1	-1.90425E-9	1.90425E-9	5.25142E8
6796.238	1	0	7.75808E-10	7.75808E-10	0
6796.629	1	0.7	0.0046	0.0046	152.06994
6798.215	1	0	-9.07451E-11	9.07451E-11	0
6798.702	1	-1	-4.03195E-9	4.03195E-9	2.48019E8
6799.09	1	0	3.95142E-10	3.95142E-10	0
6799.481	1	0.7	0.00462	0.00462	151.41647
6801.064	1	0	-1.76419E-10	1.76419E-10	0
6801.537	1	-1	-5.59314E-9	5.59314E-9	1.78791E8
6801.934	1	0	3.19714E-10	3.19714E-10	0
6802.331	1	0.7	0.00463	0.00463	151.0382
6803.899	1	0	-2.00124E-10	2.00124E-10	0
6804.397	1	-1	-7.02937E-9	7.02937E-9	1.4226E8
6804.788	1	0	3.0973E-10	3.0973E-10	0
6805.178	1	0.7	0.00464	0.00464	150.75394
6806.744	1	0	-2.25298E-10	2.25298E-10	0
6807.233	1	-1	-8.56974E-9	8.56974E-9	1.1669E8
6807.62	1	0	2.90097E-10	2.90097E-10	0
6808.022	1	0.7	0.00465	0.00465	150.54184
6809.59	1	0	-2.29115E-10	2.29115E-10	0
6810.094	1	-1	-1.01342E-8	1.01342E-8	9.8676E7
6810.487	1	0	2.87286E-10	2.87286E-10	0
6810.881	1	0.7	0.00466	0.00466	150.35937
6812.45	1	0	-2.30794E-10	2.30794E-10	0
6812.946	1	-1	-1.19244E-8	1.19244E-8	8.38616E7
6813.339	1	0	2.77134E-10	2.77134E-10	0
6813.736	1	0.7	0.00466	0.00466	150.20853
6815.303	1	0	-2.38346E-10	2.38346E-10	0
6815.8	1	-1	-1.33767E-8	1.33767E-8	7.47566E7
6816.19	1	0	2.75079E-10	2.75079E-10	0
6816.587	1	0.7	0.00466	0.00466	150.08026
6818.18	1	0	-2.49926E-10	2.49926E-10	0
6818.675	1	-1	-1.55428E-8	1.55428E-8	6.43387E7
6819.068	1	0	2.60312E-10	2.60312E-10	0
6819.462	1	0.7	0.00467	0.00467	149.9649
6821.031	1	0	-2.44933E-10	2.44933E-10	0
6821.528	1	-1	-1.65548E-8	1.65548E-8	6.04055E7
6821.919	1	0	2.64465E-10	2.64465E-10	0
6822.31	1	0.7	0.00467	0.00467	149.86062
6823.881	1	0	-2.48793E-10	2.48793E-10	0
6824.381	1	-1	-1.9322E-8	1.9322E-8	5.17544E7
6824.771	1	0	2.65556E-10	2.65556E-10	0
6825.162	1	0.7	0.00467	0.00467	149.77228
6826.745	1	0	-2.52317E-10	2.52317E-10	0
6827.242	1	-1	-1.99119E-8	1.99119E-8	5.02212E7
6827.642	1	0	2.70045E-10	2.70045E-10	0
6828.04	1	0.7	0.00468	0.00468	149.6877
6829.607	1	0	-2.50556E-10	2.50556E-10	0
6830.108	1	-1	-2.10152E-8	2.10152E-8	4.75847E7
6830.501	1	0	2.61235E-10	2.61235E-10	0
6830.89	1	0.7	0.00468	0.00468	149.61092
6832.465	1	0	-2.54457E-10	2.54457E-10	0
6832.957	1	-1	-2.27726E-8	2.27726E-8	4.39123E7
6833.35	1	0	2.58424E-10	2.58424E-10	0
6833.739	1	0.7	0.00468	0.00468	149.5421
6835.308	1	0	-2.54206E-10	2.54206E-10	0
6835.808	1	-1	-2.33663E-8	2.33663E-8	4.27966E7
6836.199	1	0	2.45167E-10	2.45167E-10	0
6836.593	1	0.7	0.00468	0.00468	149.48018
6838.163	1	0	-2.51143E-10	2.51143E-10	0
6838.661	1	-1	-2.65351E-8	2.65351E-8	3.7686E7
6839.051	1	0	2.56285E-10	2.56285E-10	0
6839.441	1	0.7	0.00468	0.00468	149.41528
6841.026	1	0	-2.50555E-10	2.50555E-10	0
6841.528	1	-1	-2.78836E-8	2.78836E-8	3.58634E7
6841.929	1	0	2.53432E-10	2.53432E-10	0
6842.32	1	0.7	0.00469	0.00469	149.36564
6843.896	1	0	-2.59702E-10	2.59702E-10	0
6844.388	1	-1	-2.81973E-8	2.81973E-8	3.54644E7
6844.78	1	0	2.55571E-10	2.55571E-10	0
6845.171	1	0.7	0.00469	0.00469	149.30954
6846.739	1	0	-2.55422E-10	2.55422E-10	0
6847.238	1	-1	-2.9206E-8	2.9206E-8	3.42396E7
6847.63	1	0	2.53054E-10	2.53054E-10	0
6848.02	1	0.7	0.00469	0.00469	149.25688
6849.608	1	0	-2.65617E-10	2.65617E-10	0
6850.097	1	-1	-3.11726E-8	3.11726E-8	3.20794E7
6850.483	1	0	2.46762E-10	2.46762E-10	0
6850.871	1	0.7	0.00469	0.00469	149.21113
6852.452	1	0	-2.61464E-10	2.61464E-10	0
6852.947	1	-1	-3.18113E-8	3.18113E-8	3.14354E7
6853.336	1	0	2.49824E-10	2.49824E-10	0
6853.723	1	0.7	0.00469	0.00469	149.16976
6855.295	1	0	-2.52947E-10	2.52947E-10	0
6855.792	1	-1	-3.36351E-8	3.36351E-8	2.97308E7
6856.18	1	0	2.48146E-10	2.48146E-10	0
6856.571	1	0.7	0.00469	0.00469	149.12492
6858.144	1	0	-2.52024E-10	2.52024E-10	0
6858.643	1	-1	-3.6895E-8	3.6895E-8	2.7104E7
6859.032	1	0	2.47852E-10	2.47852E-10	0
6859.422	1	0.7	0.0047	0.0047	149.08694
6860.993	1	0	-2.55674E-10	2.55674E-10	0
6861.476	1	-1	-3.78435E-8	3.78435E-8	2.64246E7
6861.876	1	0	2.49572E-10	2.49572E-10	0
6862.27	1	0.7	0.0047	0.0047	149.05176
6863.855	1	0	-2.57394E-10	2.57394E-10	0
6864.347	1	-1	-3.72394E-8	3.72394E-8	2.68533E7
6864.74	1	0	2.46216E-10	2.46216E-10	0
6865.132	1	0.7	0.0047	0.0047	149.01271
6866.706	1	0	-2.55758E-10	2.55758E-10	0
6867.206	1	-1	-3.8376E-8	3.8376E-8	2.6058E7
6867.604	1	0	2.51544E-10	2.51544E-10	0
6867.999	1	1	0.01088	0.01088	91.91176
6988.662	1	1	0.01088	0.01088	91.90855
6989.057	1	0	-3.79528E-10	3.79528E-10	0
6989.648	1	-1	-6.25127E-7	6.25127E-7	1.59967E6
6990.432	1	0	2.80868E-10	2.80868E-10	0
6990.822	1	-4	-9.6875E-5	9.6875E-5	41290.34389
6992.293	1	0	1.19116E-9	1.19116E-9	0
6992.797	1	-1	-4.14171E-9	4.14171E-9	2.41446E8
6993.192	1	0	5.89543E-10	5.89543E-10	0
6993.582	1	-4	-9.08807E-5	9.08807E-5	44013.75518
6995.055	1	0	1.29432E-9	1.29432E-9	0
6995.559	1	-1	-3.3464E-9	3.3464E-9	2.98829E8
6995.952	1	0	6.66565E-10	6.66565E-10	0
6996.341	1	-4	-8.80569E-5	8.80569E-5	45425.14816
6997.814	1	0	1.35662E-9	1.35662E-9	0
6998.303	1	-1	-2.99883E-9	2.99883E-9	3.33463E8
6998.696	1	0	7.02979E-10	7.02979E-10	0
6999.097	1	-4	-8.61938E-5	8.61938E-5	46407.05016
7000.571	1	0	1.38146E-9	1.38146E-9	0
7001.062	1	-1	-2.78561E-9	2.78561E-9	3.58988E8
7001.453	1	0	7.20808E-10	7.20808E-10	0
7001.856	1	-4	-8.49922E-5	8.49922E-5	47063.16441
7003.331	1	0	1.38653E-9	1.38653E-9	0
7003.827	1	-1	-2.66348E-9	2.66348E-9	3.75449E8
7004.226	1	0	7.14054E-10	7.14054E-10	0
7004.626	1	-4	-8.41951E-5	8.41951E-5	47508.68043
7006.115	1	0	1.37655E-9	1.37655E-9	0
7006.611	1	-1	-2.56857E-9	2.56857E-9	3.89321E8
7007.001	1	0	7.37673E-10	7.37673E-10	0
7007.391	1	-4	-8.27201E-5	8.27201E-5	48355.85265
7008.878	1	0	1.38062E-9	1.38062E-9	0
7009.385	1	-1	-2.52926E-9	2.52926E-9	3.95373E8
7009.78	1	0	7.28108E-10	7.28108E-10	0
7010.178	1	-4	-8.22007E-5	8.22007E-5	48661.39793
7011.666	1	0	1.41107E-9	1.41107E-9	0
7012.158	1	-1	-2.4498E-9	2.4498E-9	4.08197E8
7012.535	1	0	7.5785E-10	7.5785E-10	0
7012.929	1	-4	-8.11549E-5	8.11549E-5	49288.45948
7014.408	1	0	1.41136E-9	1.41136E-9	0
7014.907	1	-1	-2.42487E-9	2.42487E-9	4.12393E8
7015.296	1	0	7.57223E-10	7.57223E-10	0
7015.69	1	-4	-8.04444E-5	8.04444E-5	49723.75965
7017.171	1	0	1.39253E-9	1.39253E-9	0
7017.673	1	-1	-2.36005E-9	2.36005E-9	4.23719E8
7018.063	1	0	7.57977E-10	7.57977E-10	0
7018.454	1	-4	-7.98568E-5	7.98568E-5	50089.66049
7019.945	1	0	1.41309E-9	1.41309E-9	0
7020.436	1	-1	-2.30018E-9	2.30018E-9	4.34749E8
7020.823	1	0	7.6427E-10	7.6427E-10	0
7021.23	1	-4	-7.9724E-5	7.9724E-5	50173.0846
