V1,I1,absI
1,0.0077076,0.0077076
0.99,0.0076114,0.0076114
0.98,0.0074866,0.0074866
0.97,0.0073374,0.0073374
0.96,0.0071916,0.0071916
0.95,0.0070192,0.0070192
0.94,0.0068396,0.0068396
0.93,0.0066532,0.0066532
0.92,0.0064656,0.0064656
0.91,0.0062762,0.0062762
0.9,0.0060836,0.0060836
0.89,0.0058898,0.0058898
0.88,0.0056952,0.0056952
0.87,0.0054994,0.0054994
0.86,0.0053046,0.0053046
0.85,0.0051082,0.0051082
0.84,0.004912,0.004912
0.83,0.0047188,0.0047188
0.82,0.0045256,0.0045256
0.81,0.0043334,0.0043334
0.8,0.0041452,0.0041452
0.79,0.0039574,0.0039574
0.78,0.003771,0.003771
0.77,0.0035868,0.0035868
0.76,0.0034054,0.0034054
0.75,0.0032264,0.0032264
0.74,0.0030496,0.0030496
0.73,0.0028762,0.0028762
0.72,0.0027058,0.0027058
0.71,0.0025388,0.0025388
0.7,0.002375,0.002375
0.69,0.0022166,0.0022166
0.68,0.0020614,0.0020614
0.67,0.0019098,0.0019098
0.66,0.0017642,0.0017642
0.65,0.0016228,0.0016228
0.64,0.0014824,0.0014824
0.63,0.0013534,0.0013534
0.62,0.0012298,0.0012298
0.61,0.0011122,0.0011122
0.6,0.0010008,0.0010008
0.59,0.00088854,0.00088854
0.58,0.00079338,0.00079338
0.57,0.0007039,0.0007039
0.56,0.00062094,0.00062094
0.55,0.00054478,0.00054478
0.54,0.00047546,0.00047546
0.53,0.00041258,0.00041258
0.52,0.0003553,0.0003553
0.51,0.00030544,0.00030544
0.5,0.00026088,0.00026088
0.49,0.00022204,0.00022204
0.48,0.00018812,0.00018812
0.47,0.00015846,0.00015846
0.46,0.00013364,0.00013364
0.45,0.0001121,0.0001121
0.44,9.0972E-05,9.0972E-05
0.43,7.5996E-05,7.5996E-05
0.42,6.3488E-05,6.3488E-05
0.41,5.2796E-05,5.2796E-05
0.4,4.3428E-05,4.3428E-05
0.39,3.596E-05,3.596E-05
0.38,2.9678E-05,2.9678E-05
0.37,2.4194E-05,2.4194E-05
0.36,1.9906E-05,1.9906E-05
0.35,1.6306E-05,1.6306E-05
0.34,1.3336E-05,1.3336E-05
0.33,1.0802E-05,1.0802E-05
0.32,8.4732E-06,8.4732E-06
0.31,6.8663E-06,6.8663E-06
0.3,5.5839E-06,5.5839E-06
0.29,4.4981E-06,4.4981E-06
0.28,3.6521E-06,3.6521E-06
0.27,2.9548E-06,2.9548E-06
0.26,2.3765E-06,2.3765E-06
0.25,1.9168E-06,1.9168E-06
0.24,1.5414E-06,1.5414E-06
0.23,1.2118E-06,1.2118E-06
0.22,9.2676E-07,9.2676E-07
0.21,7.5086E-07,7.5086E-07
0.2,6.0576E-07,6.0576E-07
0.19,4.874E-07,4.874E-07
0.18,3.9158E-07,3.9158E-07
0.17,3.1378E-07,3.1378E-07
0.16,2.5052E-07,2.5052E-07
0.15,2.0074E-07,2.0074E-07
0.14,1.6104E-07,1.6104E-07
0.13,1.2824E-07,1.2824E-07
0.12,1.0152E-07,1.0152E-07
0.11,7.56092E-08,7.56092E-08
0.1,5.92104E-08,5.92104E-08
0.09,4.59518E-08,4.59518E-08
0.08,3.53862E-08,3.53862E-08
0.07,2.70722E-08,2.70722E-08
0.06,2.04808E-08,2.04808E-08
0.05,1.49172E-08,1.49172E-08
0.04,1.10418E-08,1.10418E-08
0.03,6.4452E-09,6.4452E-09
0.02,4.0934E-09,4.0934E-09
0.01,1.7611E-09,1.7611E-09
0,-9.23E-12,9.23E-12
-0.01,-1.6235E-09,1.6235E-09
-0.02,-2.6719E-09,2.6719E-09
-0.03,-4.2523E-09,4.2523E-09
-0.04,-5.2568E-09,5.2568E-09
-0.05,-6.814E-09,6.814E-09
-0.06,-7.9691E-09,7.9691E-09
-0.07,-9.634E-09,9.634E-09
-0.08,-1.09166E-08,1.09166E-08
-0.09,-1.33122E-08,1.33122E-08
-0.1,-1.55514E-08,1.55514E-08
-0.11,-1.84014E-08,1.84014E-08
-0.12,-2.152E-08,2.152E-08
-0.13,-2.50018E-08,2.50018E-08
-0.14,-2.92718E-08,2.92718E-08
-0.15,-3.37498E-08,3.37498E-08
-0.16,-3.93238E-08,3.93238E-08
-0.17,-4.51056E-08,4.51056E-08
-0.18,-5.24562E-08,5.24562E-08
-0.19,-6.00312E-08,6.00312E-08
-0.2,-6.94368E-08,6.94368E-08
-0.21,-7.94952E-08,7.94952E-08
-0.22,-9.15626E-08,9.15626E-08
-0.23,-1.045746E-07,1.045746E-07
-0.24,-1.1648E-07,1.1648E-07
-0.25,-1.354E-07,1.354E-07
-0.26,-1.572E-07,1.572E-07
-0.27,-1.8084E-07,1.8084E-07
-0.28,-2.0884E-07,2.0884E-07
-0.29,-2.4022E-07,2.4022E-07
-0.3,-2.7622E-07,2.7622E-07
-0.31,-3.1748E-07,3.1748E-07
-0.32,-3.6324E-07,3.6324E-07
-0.33,-4.1672E-07,4.1672E-07
-0.34,-4.7706E-07,4.7706E-07
-0.35,-5.4378E-07,5.4378E-07
-0.36,-6.2166E-07,6.2166E-07
