t,V,I
0.0,1.2203713595226877e-06,-6.565239463185438e-10
0.08309019,0.009999804198741875,9.641579801211727e-08
0.16581874500000002,0.020000119693577272,2.0282307389152273e-07
0.24996076500000003,0.030001662671566027,3.2305850794500646e-07
0.332725435,0.040000747889280326,4.631851808767352e-07
0.41545038,0.049999812617898,6.295575047943203e-07
0.4981842,0.0599993858486414,8.301435627799945e-07
0.58093729,0.0700011048465967,1.075005471307123e-06
0.663674925,0.08000017702579497,1.3754552981026778e-06
0.746413985,0.08999921754002572,1.746950317738085e-06
0.8291562600000001,0.0999986156821251,2.207535516163265e-06
0.91189704,0.10999770835042,2.779951046250062e-06
0.99462285,0.1199982445687055,3.4931185837194772e-06
1.077371875,0.129996556788683,4.3817462369588594e-06
1.160093835,0.13999521732330325,5.489687168847013e-06
1.242830235,0.14999458566308,6.871658456475415e-06
1.32557648,0.1599953062832355,8.59486522131192e-06
1.408289995,0.17000002786517124,1.0743352959252658e-05
1.4910198300000002,0.179999742656946,1.3418572962109448e-05
1.5737615800000002,0.1899984143674375,1.6747325616961448e-05
1.6564916100000002,0.19999798387289053,2.0885215235466627e-05
1.7392186550000002,0.210000041872263,2.6022986276075224e-05
1.823353895,0.2199909016489985,3.2388205909228404e-05
1.906078935,0.23000902682542826,4.0273310332850074e-05
1.988797225,0.239996310323477,4.997084124624963e-05
2.0715335699999997,0.2499772384762765,6.187987219163918e-05
2.15425765,0.25999703258275997,7.652575186511965e-05
2.23698279,0.2699850723147392,9.433304512636237e-05
2.319733675,0.2800033539533615,0.0001160040756076013
2.4024561450000004,0.28999034315347677,0.00014206452215142498
2.485189535,0.2999701127409935,0.0001732537639327
2.567947885,0.3099897652864455,0.00021047485643062498
2.65068772,0.3199733942747115,0.0002542062211432
2.733430895,0.32999699562788026,0.0003054831176996
2.8161956449999996,0.3399833217263223,0.00036458909744392496
2.8989410700000002,0.34999913722276677,0.000432457854913025
2.981688505,0.35998069494962676,0.000509085657540675
3.06445546,0.369963899254799,0.000595003162743475
3.147201985,0.37998360395431496,0.00069067344884385
3.229943425,0.38996677100658395,0.0007954090542624999
3.312708965,0.3999818041920662,0.000909735521417975
3.6251509449999997,0.4099817648530005,0.001040166229358825
3.70790342,0.4200010746717453,0.001171392708783925
3.8672132900000005,0.4299918189644815,0.001313779066549575
3.9499584500000005,0.439979687333107,0.001460715371649675
4.0327002300000006,0.44999535381793976,0.0016154758923221
4.11546296,0.4599863588809965,0.00177663427894
4.19820445,0.470002643764019,0.0019444594800006251
4.28094593,0.47998768091201777,0.002117664000252225
4.36369443,0.4900081753730772,0.0022968123666941504
4.44642216,0.4999908208847045,0.0024804500280879
4.52916569,0.5099784284830092,0.0026687960489652504
4.611937985,0.519994556903839,0.002862227207515375
4.69467829,0.5299786031246184,0.00305918115191155
4.777427115,0.539995238184929,0.0032606484601273747
4.86019884,0.549982115626335,0.0034653256880118996
4.94294504,0.5599694401025771,0.00367356522474435
5.025686404999999,0.5699891746044158,0.0038858315674587503
5.108442354999999,0.5799711197614668,0.0041006870451382755
5.1911899,0.5899870544672012,0.0043194679310545004
5.273941045,0.5999788641929628,0.0045409218873828
5.35669308,0.609997048974037,0.00476601766422385
5.439442425,0.6199826002120971,0.004993197042494975
5.522188809999999,0.6299646645784377,0.005223224172368625
5.604937400000001,0.6399804651737213,0.00545698928181075
5.687696529999999,0.6499675810337067,0.005692941020242826
5.770445714999999,0.659987151622772,0.00593250454403455
5.85319206,0.6699729710817337,0.006173856090754225
5.935956035,0.6799896508455276,0.0064185663359239255
6.01870006,0.6899705827236174,0.006665116176009124
6.101445145,0.6999542862176895,0.0069144663866609
6.1842109149999995,0.7099761366844177,0.00716722907964135
6.266951175,0.7199610173702238,0.007422199123538975
6.3496971,0.7299820631742479,0.007680267561227025
6.4324573,0.7399636656045916,0.007939949282444951
6.515199195,0.7499848604202273,0.008203649311326425
6.597941994999999,0.7599689662456512,0.00846842420287425
6.6806961949999994,0.7699570953845978,0.00873566069640215
6.76344405,0.7799752801656725,0.00900622503831975
6.84618824,0.7899558544158936,0.009278553770855052
6.9289600049999995,0.7999747246503832,0.009554608957841925
7.0117059,0.8099581003189085,0.009831840870901899
7.132620705000001,0.8199562281370162,0.0101143952924758
7.25356062,0.8299794048070905,0.010399769060313702
7.37449191,0.8399704098701477,0.010686353314667926
7.45724809,0.8499910980463028,0.010973656550049775
7.578162435,0.8599827438592913,0.011265381472185225
7.660923165,0.8700053840875622,0.011557994643226276
7.74366779,0.8799939751625065,0.01185178058221935
7.826415559999999,0.8899777084589002,0.012147816596552724
7.909152175000001,0.8999981433153152,0.012446713401004651
7.99190383,0.9099785834550858,0.0127473007887602
8.07463797,0.9199976325035097,0.013051469577476375
8.157377109999999,0.929987460374832,0.013357141520828
8.24012804,0.9400033056735996,0.013666576473042374
8.322862165,0.949991211295128,0.013976659858599326
8.405611500000001,0.9599741995334625,0.01428873697295785
8.488369455,0.9699911177158356,0.014603870688006301
8.57111713,0.9799794852733613,0.01492037484422325
8.6538582,0.9899986684322355,0.015240777051076276
8.736610160000001,0.9999910295009615,0.015562526416033525
8.819335135,0.9899989515542982,0.015249260468408474
8.90207631,0.9799794256687165,0.014941201079636826
8.984835584999999,0.9699909240007399,0.014631754253059626
9.067579049999999,0.9599739611148833,0.014322871342301376
9.150326844999999,0.9499911218881608,0.014017416397109626
9.233079695,0.9400034993886948,0.013714345404878274
9.31581484,0.9299875646829605,0.013416716130450375
9.39855581,0.9199976772069933,0.013116784859448675
9.48131054,0.9099785536527634,0.012819140218198324
9.564043045,0.8999981433153152,0.012524599442258475
9.64678173,0.889977812767029,0.012230560649186376
9.729538015000001,0.879993960261345,0.011939960997551674
9.812268125,0.8700055480003357,0.011651494540274174
9.895009695,0.859982430934906,0.011364132864400751
9.977763675,0.8499989956617358,0.011080486467108125
10.060499575,0.8399781137704847,0.010797463357448574
10.14323035,0.8299950808286666,0.010517903370782726
10.26439598,0.8199718147516251,0.010240093572065224
10.38553437,0.809972941875458,0.0099648172035813
10.506682345,0.7999823838472365,0.00969226285815235
10.62783031,0.7899556010961533,0.009420908987522101
10.710581305,0.7799749672412872,0.009153262013569424
10.793339239999998,0.7699566781520845,0.00888682459481055
10.876083199999998,0.7599692344665525,0.008623478002846175
10.958828205,0.7499837279319762,0.008362537249922725
11.04158974,0.7399632483720779,0.008103245170786949
11.124342505,0.7299816459417343,0.007847198750823675
11.207086075,0.7199606597423555,0.007592376437969475
11.289841679999999,0.7099758088588715,0.00734143285080785
11.372586255,0.6999544501304628,0.007091503590345325
11.455336785,0.6899699866771698,0.0068452318664639755
11.53810011,0.679989144206047,0.006601709756068851
11.62084444,0.6699724644422532,0.006359579158015475
11.703592825,0.6599865704774854,0.006120941950939551
11.786358445,0.649967089295387,0.0058840472484007
11.86909609,0.6399802565574645,0.0056506816763430496
11.951839545,0.6299642026424408,0.005419276421889625
12.034607355,0.6199822425842287,0.005191170726902775
12.11735257,0.6099965870380403,0.004965943051502076
12.200100575,0.599978432059288,0.004742801538668525
12.28286653,0.589986652135849,0.0045230969553813
12.365613135,0.5799705237150192,0.0043057228904217
12.448347865,0.5699886977672575,0.004092046699952275
12.53110332,0.5599690228700638,0.0038806741358712003
12.61385142,0.54998154938221,0.0036732381558976747
12.696602679999998,0.5399949103593827,0.0034690423053688755
12.7793706,0.529977813363075,0.0032676238915882497
12.862115515,0.5199940502643587,0.00307050935225555
12.944856495,0.5099775046110152,0.002876531914807825
13.027608275,0.4999904781579973,0.0026871119043789253
13.110343304999999,0.4900076687335968,0.002501926268450875
13.193085960000001,0.479986794292927,0.002320445724762925
13.27585031,0.4700014442205428,0.0021444935118779002
13.35861265,0.45998550206422795,0.0019731422071345
13.441348049999998,0.4499951899051665,0.0018076464766636
13.524096725,0.43997988104820224,0.0016476802702527
13.606846225000002,0.4299910143017767,0.001494465890573325
13.689576635,0.4200065955519675,0.00134805103880345
13.772319525,0.40998615324497223,0.0012083634210284249
13.893644225000001,0.3999964296817783,0.0010761350858956
14.092108580000001,0.3899629488587377,0.00095034312107595
14.17487658,0.3799801617860793,0.00083617381460495
14.257620505,0.36996091902256,0.000729921594029225
14.340386335,0.359977513551712,0.000632892071735075
14.423132544999998,0.34999646246433225,0.000544815229659375
14.505883475000001,0.3399809300899505,0.00046540141920555
14.588650820000002,0.3299948647618295,0.0003949653328163
14.671387325,0.3199713230133057,0.00033272002474400003
14.754128285,0.30998808890581125,0.000278680705378025
14.836888775,0.29996860772371303,0.000231874644668975
14.91961937,0.28998877853155125,0.00019200590031679998
15.002348945,0.280002400279045,0.00015818366955495
15.08509978,0.2699842751026155,0.0001296595237363
15.16782915,0.25999647378921525,0.0001059212281688403
15.25055026,0.249976269900799,8.61742337292526e-05
15.333291455,0.23999587818980198,6.995363310124955e-05
15.416029155,0.23000820726156226,5.663157753588165e-05
15.498756844999999,0.21999096497893325,4.571504814521175e-05
15.583657145,0.20999978482723253,3.6838579035247676e-05
15.666405205,0.19999781250953677,2.9645433642144754e-05
15.749132950000002,0.189997836947441,2.382006186962825e-05
15.831874155,0.17999957501888275,1.91158651432488e-05
15.914601975,0.16999966651201226,1.532245687485555e-05
15.9973322,0.15999528393149376,1.2267557394807252e-05
16.080063574999997,0.14999424293637273,9.812048119783862e-06
16.162797095000002,0.139995075762272,7.839255317776402e-06
16.245530345,0.12999595329165475,6.255913376662645e-06
16.328248275,0.11999816447496425,4.984798010809758e-06
16.411004275,0.109997631981969,3.964244285725728e-06
16.49373747,0.09999809786677363,3.1443926218344153e-06
16.57647928,0.08999879099428655,2.485156073817055e-06
16.659227985,0.08000007271766663,1.95419630699689e-06
16.741962205,0.07000095956027508,1.5244231690303427e-06
16.82469275,0.059998768381774426,1.1751312030128258e-06
16.90743793,0.049999777227640145,8.891635445706921e-07
16.990171054999998,0.040000814013183124,6.523713551587206e-07
17.072901849999997,0.03000147454440595,4.5389376168714074e-07
17.157828555000002,0.020000155083835125,2.8381351668826927e-07
17.24057004,0.0099997296929359,1.3427921530251275e-07
17.323315295,4.4036619328835524e-07,-8.019294117644905e-10
17.406368235,-0.009999309899285401,-1.2767273815938996e-07
17.489099825,-0.0199987436644733,-2.510975285474615e-07
17.573224895,-0.029994470067322247,-3.7510387329575673e-07
17.65596921,-0.039992961101233925,-5.05042983434123e-07
17.73870666,-0.04999326821416615,-6.444195008725729e-07
17.821440064999997,-0.05999553203582765,-7.977261304858985e-07
17.904200969999998,-0.0699935629963875,-9.68787816191251e-07
17.986934425,-0.07999604567885396,-1.1630275054130847e-06
18.069678994999997,-0.08999376371502875,-1.3842992245827199e-06
18.15243257,-0.09999637864530087,-1.63945171038904e-06
18.23515729,-0.1099927965551615,-1.933530398900985e-06
18.317889195,-0.11999307759106176,-2.2740684926247927e-06
18.40062682,-0.12999137490987775,-2.668844444997375e-06
18.483367105,-0.13999300077557575,-3.1266267228602374e-06
18.5660888,-0.14999011904001225,-3.6577107493940275e-06
18.648847015,-0.159990895539522,-4.2738035403999675e-06
18.731584115,-0.16999173536896675,-4.988178147868893e-06
18.814321910000004,-0.17998904734849952,-5.81533424792724e-06
18.897058604999998,-0.18998993188142774,-6.773636187062948e-06
18.97979028,-0.19998699054121977,-7.881318197178187e-06
19.062524155,-0.20998808741569525,-9.16206874990166e-06
19.146648584999998,-0.21999447792768476,-1.0638439562171715e-05
19.22940789,-0.22998284548521075,-1.2341303545326806e-05
19.312141985,-0.24000351130962375,-1.430862744200565e-05
19.39486321,-0.24998544529080377,-1.656288714002585e-05
19.477617885,-0.25997325032949475,-1.915407165142825e-05
19.560352475000002,-0.26999401301145554,-2.2138560325402075e-05
19.64308149,-0.2799826487898825,-2.554768752816015e-05
19.7258301,-0.29000380635261525,-2.9462384645739803e-05
19.808571365,-0.2999859303236007,-3.3919031920959255e-05
19.891308865,-0.309975244104862,-3.900756519215065e-05
19.974067910000002,-0.3199929371476175,-4.482300846575525e-05
20.056794189999998,-0.3299867361783985,-5.1422049182292526e-05
20.139533534999998,-0.3400089740753175,-5.893972684134498e-05
20.22228587,-0.34999433159828197,-6.74286020512227e-05
20.30501975,-0.359978251159191,-7.703084065724392e-05
20.387753200000002,-0.369996838271618,-8.791424988884974e-05
20.470504075,-0.37998516857624054,-0.0001001410255412045
20.553236185,-0.39000554382801045,-0.00011393460772518602
20.63596199,-0.3999939188361165,-0.00012935881386505463
20.718712855,-0.4099785983562467,-0.000146614343975625
20.80145361,-0.4199978038668635,-0.00016595759188925
20.884195509999998,-0.4299869686365127,-0.00018742557585935002
20.96693631,-0.4400067776441575,-0.000211352318728975
21.049671789999998,-0.4499931409955022,-0.00023775495719742501
21.132404805,-0.459983088076115,-0.00026693192558007497
21.21516863,-0.469999633729458,-0.000299155311949975
21.29791366,-0.479987673461437,-0.000334424436005025
21.38064292,-0.49000729620456696,-0.00037316296948115
21.463394675,-0.4999942108988763,-0.000415279624576175
21.546138369999998,-0.5099813491106033,-0.0004611003751051
21.628877244999998,-0.5199960619211195,-0.000510921017848825
21.711616519999996,-0.529983326792717,-0.000564611444133275
21.79437928,-0.5400030314922335,-0.0006226666373549501
21.877108275,-0.5499905347824098,-0.000684807280776975
21.959857685000003,-0.5599782168865208,-0.000751371888327375
22.04261226,-0.5699963420629502,-0.0008226322970585
22.125345919999997,-0.5799806267023085,-0.00089823354210235
22.36122181,-0.5900028496980665,-0.0009683765820227249
22.520542000000003,-0.5999976247549057,-0.001049140904797175
22.60328138,-0.6099850088357925,-0.001139508080086625
22.68603667,-0.6200033277273178,-0.001234676587046075
22.76877964,-0.6299931406974792,-0.0013342457241378252
22.92807542,-0.6400094330310822,-0.00143358518835155
23.010844399999996,-0.6499976813793182,-0.0015429773193317748
23.093583295000002,-0.6599824428558347,-0.001656895619817
23.17632195,-0.6700013875961303,-0.0017759377078618251
23.259080885,-0.6799892485141753,-0.0018992185068781998
23.341808585000003,-0.6900050789117813,-0.002027549984632025
23.4245467,-0.6999929398298262,-0.002160108735552
23.50730592,-0.709978923201561,-0.002297109283972475
23.590042745,-0.7199996560811995,-0.0024391839106101248
23.672775025,-0.7299909591674805,-0.002585365728009425
23.755529065,-0.739978551864624,-0.0027358789229765504
23.838270385,-0.7499953508377075,-0.0028912278357892747
23.921013619999997,-0.7599812895059584,-0.0030503175221383
24.003770590000002,-0.7700008898973465,-0.003214344847947325
24.08651397,-0.779988706111908,-0.0033819771488196497
24.169253035,-0.789973184466362,-0.0035536472569219248
24.25199661,-0.799992576241493,-0.003730182186700375
24.334741455,-0.8099790811538697,-0.00391006743302565
24.41746831,-0.8200006037950518,-0.004094615054782425
24.500205979999997,-0.8299887478351592,-0.004282672191038675
24.582961305,-0.8399727940559387,-0.004474533838219925
24.665690285,-0.8499957323074342,-0.0046708325389772
24.748420835,-0.8599760383367541,-0.0048702997155487
24.831174005,-0.8700001388788225,-0.005074321059510075
24.913921725,-0.879989951848984,-0.005281271296553276
24.996659135,-0.8899746388196945,-0.005491853575222149
25.079422465000004,-0.899996101856232,-0.00570688000880175
25.16215271,-0.9099783152341843,-0.0059244744479656
25.24488988,-0.9199992418289185,-0.006146393949165874
25.32763517,-0.9299860447645185,-0.00637112767435605
25.410376775,-0.9399729520082472,-0.00659908098168665
25.493124065000003,-0.949993833899498,-0.00683147599920625
25.575887715,-0.959980994462967,-0.007066187914460825
25.65863033,-0.9699959307909013,-0.007305045844987
25.74136989,-0.979982763528824,-0.0075465497793629245
25.824130715,-0.9899705350399017,-0.0077912126434966245
25.906870435000002,-0.9999961107969285,-0.008040066226385475
25.989606215000002,-1.00997996330261,-0.008291045087389575
26.072365774999998,-1.019997268915175,-0.00855177221819755
26.15511064,-1.0299870073795323,-0.008811644627712625
26.237846169999997,-1.0399713814258575,-0.00907294731587165
26.32060609,-1.0499944984912877,-0.00933748227544125
26.403351365,-1.059977531433105,-0.009604271966964001
26.5242653,-1.0700002908706652,-0.0098650443833321
26.645198885,-1.0799827873706824,-0.010128770954906925
