t,I,V
10.15611214,0.0040937210433185,0.809967279434204
10.23886688,0.0039249737747013,0.799986124038696
10.32159978,0.0037573515437543,0.789964914321899
10.40432218,0.0035922615788877,0.779984712600708
10.48707172,0.0034282892011106,0.769965827465057
10.56982018,0.0032672164961695,0.759978294372559
10.65254686,0.0031083212234079,0.749992311000824
10.73529466,0.0029516159556806,0.739973664283752
10.81804638,0.002797975204885,0.729990243911743
10.90077616,0.0026461179368197,0.719969272613525
10.98353504,0.0024978998117148,0.709984123706818
11.06628324,0.0023522260598838,0.699961721897125
11.1490362,0.0022101632785052,0.689977526664734
11.23179206,0.0020714190322905,0.679997742176056
11.31454528,0.0019359503639861,0.669979333877563
11.39726798,0.0018044201424345,0.659993410110474
11.47999472,0.0016765667824074,0.649972856044769
11.5627616,0.0015531970420852,0.639985501766205
11.64548888,0.0014336245367303,0.62996906042099
11.72822076,0.0013191291363909,0.619987308979034
11.81098268,0.001209266600199,0.610001742839813
11.89373514,0.0011042215628549,0.5999835729599
11.97645906,0.0010043970542028,0.589992165565491
12.21349524,0.0008935749647207,0.579952836036682
12.29626904,0.0008095647790469,0.569972693920136
12.37902482,0.0007282175938598,0.559955656528473
12.46174816,0.0006519648595713,0.549970149993896
12.54449344,0.0005809630383737,0.53998476266861
12.627234,0.0005150468787178,0.529968798160553
12.70996822,0.0004546208656392,0.519986033439636
12.7927209,0.0003992163401562,0.509970545768738
12.8754511,0.0003490171220619,0.499984115362167
12.95820856,0.000303775537759,0.490002393722534
13.0409678,0.0002630741801112,0.4799824655056
13.12369538,0.0002268971438752,0.469998091459274
13.2064399,0.0001947874843608,0.459981739521027
13.28920938,0.0001665633753873,0.449991255998611
13.3719427,0.0001418099127477,0.439976274967194
13.45467476,0.0001202810453833,0.429987877607346
13.5374775,0.0001016556489048,0.420003086328506
13.62021978,8.55971520650201e-05,0.409984022378922
13.7029455,7.18307710485533e-05,0.400000005960464
13.78569946,6.00481907895301e-05,0.389982223510742
13.86844108,5.00609276059549e-05,0.379996299743652
13.95118252,4.16073271480855e-05,0.369974851608276
14.03394074,3.44902509823442e-05,0.359989017248154
14.11668336,2.85160185740096e-05,0.350005596876144
14.19942304,2.35055249504512e-05,0.339989185333252
14.282156,1.93312334886286e-05,0.330000877380371
14.36492132,1.58579714479856e-05,0.319976925849915
14.44768006,1.2979964594706e-05,0.309992045164108
14.53040826,1.05979524960276e-05,0.299971729516983
14.61316472,8.64103367348434e-06,0.28999137878418
14.69589764,7.02964189258637e-06,0.280003815889359
14.77863252,5.70550946576986e-06,0.269984930753708
14.8613835,4.62407570012147e-06,0.25999653339386
14.94413242,3.73951570509234e-06,0.2499760389328
15.02688256,3.02210878544429e-06,0.239995613694191
15.10964036,2.43875979322183e-06,0.230006903409958
15.19238288,1.96219457393454e-06,0.219989314675331
15.27730188,1.57467331973749e-06,0.209997728466988
15.36007068,1.26520274079667e-06,0.199995890259743
15.44281858,1.01447358247242e-06,0.189995676279068
15.52553998,8.12366522495722e-07,0.179997086524963
15.60830564,6.49459366286465e-07,0.169996976852417
15.69106154,5.18249805736559e-07,0.159992814064026
15.77380136,4.13153941281053e-07,0.149990975856781
15.8565823,3.28763377410723e-07,0.139991819858551
15.93932336,2.61064826645452e-07,0.129993364214897
16.0220558,2.07150193887173e-07,0.119995348155499
16.10483068,1.63878880243828e-07,0.109995238482952
16.18757752,1.29389761127641e-07,0.0999951139092445
16.27034158,1.01298290644536e-07,0.0899955704808235
16.3530998,7.89066376682968e-08,0.079997256398201
16.4358429,6.11095671843032e-08,0.0699977353215218
16.5185836,4.68603360559428e-08,0.0599963255226612
16.60133736,3.49374289498883e-08,0.0499974526464939
16.68408982,2.51665177586347e-08,0.03999899700284
16.76681616,1.73148819726521e-08,0.0299993827939034
16.8517733,1.06264304022829e-08,0.0199996903538704
16.93453304,5.043043316277361e-09,0.0099995294585824
17.01728488,-4.82189399519939e-10,3.89842170989141e-07
17.1003495,-5.542134751124191e-09,-0.0099994363263249
17.18308534,-9.96250193452397e-09,-0.0199989732354879
17.26722418,-1.42083802501247e-08,-0.0299974326044321
17.3499683,-1.89195610289516e-08,-0.0399955213069916
17.43272126,-2.32236097019722e-08,-0.0499955676496029
17.51545364,-2.88072357079727e-08,-0.0599981248378754
17.59821788,-3.42745387627019e-08,-0.0699968039989471
17.6809735,-4.03234530210739e-08,-0.0799979493021965
17.76373524,-4.7826446802901e-08,-0.0899961590766907
17.84647342,-5.56784129912558e-08,-0.0999987125396729
17.92923328,-6.4693622903178e-08,-0.109994925558567
18.01196072,-7.504661425628e-08,-0.119995586574078
18.09470382,-8.69699618988307e-08,-0.129993423819542
18.17746926,-1.00521894808026e-07,-0.139996007084846
18.26021102,-1.16109490022609e-07,-0.149992570281029
18.3429716,-1.33616325115327e-07,-0.15999299287796
18.4257447,-1.53973360283999e-07,-0.169993951916695
18.50845212,-1.77354834818289e-07,-0.179991856217384
18.59118258,-2.03818885324836e-07,-0.189992487430573
18.6739089,-2.34586934766412e-07,-0.199989393353462
18.75663518,-2.69135682628985e-07,-0.209990739822388
18.8407601,-3.08860848008408e-07,-0.219997510313988
18.9235056,-3.54169714000818e-07,-0.22998608648777
19.00627564,-4.06167231403742e-07,-0.240006640553474
19.08904402,-4.64678890921277e-07,-0.249989211559296
19.17176666,-5.31275475168513e-07,-0.259977161884308
19.25449216,-6.07584979661624e-07,-0.269997596740723
19.33722812,-6.94421657954081e-07,-0.279986202716827
19.41998016,-7.92425964846188e-07,-0.290006935596466
19.50271394,-9.03924274098245e-07,-0.299989610910416
19.58545112,-1.029613827086e-06,-0.30997821688652
19.66817482,-1.17304341529234e-06,-0.319996058940887
19.75088438,-1.33409605496126e-06,-0.329989492893219
19.83361992,-1.51736708176031e-06,-0.340011805295944
19.91637198,-1.72256409314286e-06,-0.349997580051422
19.99908352,-1.95422626347863e-06,-0.359981864690781
20.08179876,-2.21625032281736e-06,-0.370000183582306
20.16452074,-2.50979746851954e-06,-0.379989117383957
20.24726194,-2.84068551081873e-06,-0.390007764101028
20.3299798,-3.20972912959405e-06,-0.399997562170029
20.41270054,-3.62477749149548e-06,-0.409982293844223
20.4954393,-4.09182257499197e-06,-0.420001566410065
20.57816838,-4.61366107629146e-06,-0.429991215467453
20.6608855,-5.19563491252484e-06,-0.440011084079742
20.74361744,-5.84374083700823e-06,-0.449996054172516
20.82634706,-6.56781639918336e-06,-0.459988445043564
20.90905258,-7.37563914299244e-06,-0.470004796981812
20.99178258,-8.27157964522485e-06,-0.479993373155594
21.07450384,-9.26947905099951e-06,-0.490013241767883
21.15722408,-1.0374629709986e-05,-0.500000417232513
21.2399644,-1.15993616418564e-05,-0.509986221790314
21.32269378,-1.29665377244237e-05,-0.520002603530884
21.40540872,-1.44650512083899e-05,-0.529991090297699
21.4881499,-1.61274529091315e-05,-0.540011942386627
21.57087796,-1.79577818926191e-05,-0.549999952316284
21.65360918,-1.99795213120524e-05,-0.559988260269165
21.73635544,-2.22085473069455e-05,-0.57000458240509
21.81908164,-2.46524778049206e-05,-0.579990684986115
21.90180838,-2.73390214715619e-05,-0.590009212493896
21.98455646,-3.02883490803652e-05,-0.600001454353333
22.06729878,-3.35045224346686e-05,-0.609988927841187
22.15002636,-3.70405905414373e-05,-0.620008528232574
22.23274666,-4.08954656450078e-05,-0.629995703697205
22.31545694,-4.50912593805697e-05,-0.64001202583313
22.39817188,-4.96582724736072e-05,-0.650000154972076
22.4809117,-5.46295595995616e-05,-0.659985482692719
22.56366182,-6.00513303652406e-05,-0.670004427433014
22.64637312,-6.58904755255207e-05,-0.679992079734802
22.72908776,-7.22523109288886e-05,-0.690008640289307
22.81181136,-7.91179118095897e-05,-0.699996292591095
22.89455218,-8.65262118168175e-05,-0.709983229637146
22.97726628,-9.45566862355918e-05,-0.720003128051758
23.06000952,-0.0001031516949296,-0.729994773864746
23.14274808,-0.0001123564288718,-0.739981591701508
23.22547818,-0.0001223115832544,-0.749997913837433
23.30821184,-0.0001330058439634,-0.759984910488129
23.39092912,-0.0001444570953026,-0.770004332065582
23.4736658,-0.0001566710998304,-0.779991805553436
23.55642068,-0.0001696532126516,-0.789976179599762
23.63914776,-0.0001836485171224,-0.799996137619019
23.72186928,-0.0001983945112442,-0.809982478618622
23.8045937,-0.0002142096491297,-0.820004165172577
23.88732446,-0.0002309986011823,-0.829992234706879
23.97005272,-0.0002486908633727,-0.839976072311401
24.05278928,-0.0002674687129911,-0.849999070167542
24.13552772,-0.0002872039040084,-0.859978973865509
24.21823834,-0.0003082058683503,-0.870003819465637
24.30098134,-0.0003301360993646,-0.879993081092834
24.38370308,-0.0003532062110025,-0.889977216720581
24.46643308,-0.0003776278172153,-0.899998664855957
24.54918686,-0.0004031112475786,-0.909980952739716
24.63192774,-0.0004298346466384,-0.920002162456512
24.71464838,-0.0004576187639031,-0.929989218711853
24.79736346,-0.0004868415126111,-0.939975798130035
24.88011008,-0.000517324253451,-0.949997425079346
24.96283342,-0.000548853771761,-0.959984064102173
25.0455667,-0.0005815118784084,-0.969999134540558
25.1283359,-0.0006154626025818,-0.979985415935516
25.21107522,-0.0006506026838906,-0.989973306655884
25.29380718,-0.0006873687379993,-0.999998271465302
25.37656632,-0.0007252346840687,-1.00998282432556
25.45928994,-0.0007640434778295,-1.02000021934509
25.54202834,-0.0008043211419135,-1.02998924255371
25.62478578,-0.0008457121439278,-1.03997385501862
25.70749276,-0.0008886276045814,-1.04999673366547
25.79020798,-0.000932011869736,-1.05997943878174
25.87295012,-0.0009773537749424,-1.07000195980072
25.95568608,-0.0010232242057099,-1.07998287677765
26.34462932,-0.0010091419098898,-1.08997428417206
26.42739244,-0.0010613845661282,-1.09999847412109
26.51011216,-0.0011131138307973,-1.10998153686523
26.59284092,-0.001165771856904,-1.12000274658203
26.67558854,-0.0012191493296995,-1.12998557090759
26.7583399,-0.0012737809447571,-1.13997769355774
26.84108174,-0.0013295110547915,-1.14999783039093
26.92381962,-0.0013859878527,-1.1599839925766
27.00653252,-0.0014428669819608,-1.17000329494476
27.08925632,-0.0015005660243332,-1.17999005317688
27.17200016,-0.0015596619341522,-1.18997228145599
27.25473506,-0.0016198862576857,-1.19999563694
27.33748296,-0.0016804272308945,-1.20998239517212
27.42021722,-0.0017420358490198,-1.22000157833099
27.50292614,-0.0018035591347143,-1.22998738288879
27.58565772,-0.0018668284174054,-1.23996996879578
27.66839634,-0.0019305563764646,-1.24999225139618
27.75111616,-0.0019944901578128,-1.25997745990753
27.83382344,-0.0020591639913618,-1.27000319957733
27.91656128,-0.0021248690318316,-1.27998745441437
27.99928792,-0.002190797124058,-1.28997552394867
28.08202322,-0.0022578663192689,-1.29999256134033
28.16476124,-0.002324998145923,-1.30997896194458
28.24749562,-0.0023920282255858,-1.32000267505646
28.33022986,-0.0024599146563559,-1.32998621463776
28.41295258,-0.002528048120439,-1.33997309207916
28.49568464,-0.0025978703051805,-1.34998977184296
28.57841912,-0.0026667446363717,-1.35997784137726
28.66117316,-0.0027364769484847,-1.36999619007111
28.74389884,-0.0028064670041203,-1.37998127937317
28.82663864,-0.0028763709124177,-1.3899701833725
28.90938056,-0.0029475961346179,-1.3999924659729
28.99210676,-0.0030184260103851,-1.40997898578644
29.07482386,-0.0030897776596248,-1.41996729373932
29.15756782,-0.0031616447959095,-1.42998993396759
29.24030666,-0.0032322444021701,-1.43997037410736
29.32301416,-0.0033044996671378,-1.44999253749847
29.40574672,-0.0033754936885088,-1.45997679233551
29.48849184,-0.0034472707193344,-1.46996700763702
29.57122018,-0.0035186964087188,-1.47998249530792
29.65393718,-0.0035898427013307,-1.48997044563293
29.73668268,-0.0036620504688471,-1.49998831748962
29.81941686,-0.0037334295921027,-1.50997722148895
29.90213488,-0.0038047016132623,-1.51996433734894
29.98488468,-0.0038762828335166,-1.52997994422913
30.06761062,-0.003946931567043,-1.53997182846069
30.15033992,-0.0040188403800129,-1.54999208450317
30.23308714,-0.004089318215847,-1.55997729301453
30.31582904,-0.0041604512371122,-1.56996428966522
30.39855896,-0.0042310222052037,-1.5799812078476
30.48129,-0.0043009491637349,-1.58996832370758
30.5640209,-0.0043710898607969,-1.5999915599823
30.64676548,-0.0044400207698345,-1.60997915267944
30.72951734,-0.0045094974339008,-1.61996579170227
30.81225162,-0.0045784190297126,-1.62998139858246
30.89500574,-0.0046472051180899,-1.63996636867523
30.9777589,-0.0047155511565506,-1.64999234676361
31.06049434,-0.0047839833423495,-1.65997469425201
31.14321776,-0.0048511074855923,-1.66996335983276
31.22597158,-0.004919365979731,-1.67998230457306
31.30870902,-0.0049847676418721,-1.68996751308441
31.3914144,-0.0050510475412011,-1.69999086856842
31.47416114,-0.0051169693470001,-1.7099791765213
31.55689746,-0.0051815244369208,-1.71996819972992
31.63962362,-0.0052464446052908,-1.72998404502869
31.72237748,-0.0053100707009434,-1.73996734619141
31.80510338,-0.0053742197342217,-1.74999022483826
31.88785632,-0.005435817874968,-1.75997865200043
31.97060612,-0.0054975296370685,-1.76996541023254
32.05334,-0.0055596861056983,-1.77998375892639
32.13607828,-0.0056194001808762,-1.78996706008911
32.21883134,-0.005680801346898,-1.79998874664307
32.30157262,-0.0057409778237342,-1.80997741222382
32.38428978,-0.0057995282113552,-1.81997060775757
32.46702426,-0.0058580958284437,-1.82998943328857
32.54976968,-0.0059153893962502,-1.83997106552124
32.63250172,-0.0059735151007771,-1.8499927520752
32.7152503,-0.0060287551023066,-1.85997664928436
32.79799548,-0.0060838959179818,-1.86997127532959
32.88073038,-0.006138389930129,-1.8799889087677
32.96344602,-0.0061917435377836,-1.88997042179108
33.0462014,-0.0062447572126984,-1.89999425411224
33.12893352,-0.0062968931160867,-1.9099760055542
33.21164946,-0.0063472408801317,-1.91996884346008
33.29439326,-0.0063972901552915,-1.92998778820038
33.3771234,-0.0064470805227756,-1.9399733543396
33.45986074,-0.006495569832623,-1.94999897480011
33.54261844,-0.0065437741577625,-1.95998013019562
33.62536752,-0.0065904692746698,-1.96997094154358
33.70810604,-0.0066377557814121,-1.97999107837677
33.79085984,-0.0066830664873123,-1.98997342586517
33.87360576,-0.0067282998934388,-1.99999690055847
33.95633212,-0.0064786965958774,-1.98997271060944
34.03907366,-0.0062506408430635,-1.97999143600464
34.1218192,-0.0060359840281307,-1.96996986865997
34.20455906,-0.005833659786731,-1.95997893810272
34.28732548,-0.0056413849815726,-1.94999849796295
34.37007004,-0.0054567279294133,-1.93997240066528
34.45279116,-0.0052807619795203,-1.9299875497818
34.53551402,-0.0051114889793098,-1.91996955871582
34.61827178,-0.0049471003003418,-1.90997707843781
34.70099466,-0.0047893919982016,-1.89999353885651
34.7837259,-0.004635713994503,-1.88996958732605
34.86647908,-0.0044875242747366,-1.87998723983765
34.9492127,-0.0043420824222266,-1.86997020244598
35.0319505,-0.0042015430517494,-1.85997557640076
35.11470768,-0.0040651452727615,-1.84999144077301
35.19744532,-0.0039316955953836,-1.83997058868408
35.2801832,-0.0038019323255866,-1.82998836040497
35.36292628,-0.0036751378793269,-1.81997001171112
35.44564892,-0.0035514978226274,-1.80997657775879
35.5283711,-0.0034311674535274,-1.79998803138733
35.6111096,-0.0033126680646091,-1.78996598720551
35.69384678,-0.0031974809244275,-1.77998220920563
35.77658862,-0.0030844071879982,-1.76996457576752
35.85933918,-0.0029745281208306,-1.75997805595398
35.94205126,-0.0028666188009083,-1.74998950958252
36.02479314,-0.0027607090305537,-1.73996770381927
36.1075521,-0.00265798647888,-1.72998487949371
36.19027954,-0.0025575780309736,-1.71996903419495
36.2729998,-0.0024595190770924,-1.7099791765213
36.35574978,-0.0023638524580746,-1.69999158382416
36.43847544,-0.0022698587272316,-1.68996679782867
36.52119328,-0.0021786496508866,-1.6799830198288
36.60394044,-0.0020894948393106,-1.66996312141418
36.68667016,-0.0020030150189995,-1.65997433662415
36.76939658,-0.0019182944670319,-1.64999186992645
36.8521591,-0.0018356380751356,-1.63996636867523
36.9349032,-0.0017559849657118,-1.62998187541962
37.0176363,-0.0016782495658844,-1.61996579170227
37.10039518,-0.0016027919482439,-1.60997986793518
37.1831323,-0.0015290469164028,-1.59999203681946
37.26586408,-0.001457812031731,-1.58996713161469
37.34863618,-0.0013885550433769,-1.57998061180115
37.43138876,-0.0013215728104114,-1.56996548175812
37.51413058,-0.0012569703394547,-1.55997884273529
37.59687106,-0.0011943167774006,-1.54999208450317
37.67962072,-0.0011339995544403,-1.53997206687927
37.7623353,-0.0010756847914308,-1.52998113632202
37.84506472,-0.0010192013578489,-1.51996397972107
38.08209712,-0.00096818478778,-1.50997602939606
38.1648682,-0.0009150602854788,-1.49998939037323
38.24759584,-0.0008644512854516,-1.48996782302856
38.33032352,-0.0008159109274856,-1.47998094558716
38.41307102,-0.0007692541112191,-1.46996402740479
38.49581754,-0.0007251476054079,-1.45997381210327
38.5785621,-0.0006827446632087,-1.44999134540558
38.66131304,-0.0006422640290111,-1.43997144699097
38.74406416,-0.0006035224068909,-1.4299875497818
38.82679612,-0.0005665385979227,-1.41996681690216
38.90954552,-0.0005316535825841,-1.40997803211212
38.99226302,-0.0004983829567208,-1.39999175071716
39.07500036,-0.0004665809101425,-1.38996994495392
39.15775286,-0.0004365513159427,-1.37998270988464
39.24047598,-0.0004080450744368,-1.36999475955963
39.32320586,-0.0003810697526205,-1.35997676849365
39.4059321,-0.0003556722949724,-1.34998869895935
39.48865736,-0.0003316669317428,-1.339972615242
39.5713898,-0.0003091373364441,-1.32998597621918
39.65414782,-0.0002877960505429,-1.32000398635864
39.73688002,-0.0002677425800357,-1.30997800827026
39.81959868,-0.0002487868478056,-1.29999232292175
39.90235984,-0.0002310148702235,-1.28997492790222
39.98509096,-0.0002143291203537,-1.27998769283295
40.06780848,-0.0001988026342587,-1.27000284194946
40.15053238,-0.0001841397315729,-1.2599778175354
40.23326206,-0.0001705219765426,-1.24999094009399
40.31598626,-0.000157734597451,-1.23997056484222
40.39869414,-0.0001458350743632,-1.22998809814453
40.48142264,-0.0001348062651231,-1.22000098228455
40.56416494,-0.0001244422019226,-1.20998287200928
40.64688776,-0.0001148348601418,-1.19999599456787
40.7296164,-0.0001058427369571,-1.18997251987457
40.81233584,-9.75659786490723e-05,-1.17999064922333
40.89506888,-8.98447979125194e-05,-1.17000365257263
40.9778082,-8.26842442620546e-05,-1.15998411178589
41.06054038,-7.60688999434933e-05,-1.14999783039093
41.14327434,-6.9919231464155e-05,-1.13997781276703
41.2260095,-6.42532977508381e-05,-1.1299866437912
41.30874296,-5.89764604228549e-05,-1.12000322341919
41.39145994,-5.41491426702123e-05,-1.10998165607452
41.4741962,-4.96678148920182e-05,-1.09999871253967
41.55693824,-4.55194785899948e-05,-1.08997416496277
41.63966278,-4.16871407651342e-05,-1.07998669147491
41.72241364,-3.81794052373152e-05,-1.07000613212585
41.80515226,-3.49166875821538e-05,-1.05998420715332
41.8878631,-3.19300852424931e-05,-1.05000126361847
41.9706143,-2.91781670966884e-05,-1.03997778892517
42.05334824,-2.66640163317788e-05,-1.02999305725098
42.13608266,-2.43423255597008e-05,-1.02000391483307
42.21882008,-2.22092130570672e-05,-1.00998616218567
42.3015355,-2.0256258721929e-05,-1.00000178813934
42.38425026,-1.84610653377604e-05,-0.989976584911346
42.46699574,-1.68203387147514e-05,-0.979988157749176
42.54971766,-1.53168439283036e-05,-0.970001339912415
42.63242842,-1.39407202368602e-05,-0.959987580776215
42.71517702,-1.26831782836234e-05,-0.95000034570694
42.79789744,-1.15281218313612e-05,-0.93997859954834
42.88061334,-1.04744431155268e-05,-0.929991602897644
42.96336844,-9.51417496253271e-06,-0.920004606246948
43.04610716,-8.63806872075656e-06,-0.909983992576599
43.12882698,-7.83827363193268e-06,-0.900001347064972
43.21155472,-7.1061726885091e-06,-0.889980018138886
43.29428642,-6.44102328806184e-06,-0.879995465278625
43.37699868,-5.83478822591132e-06,-0.870005369186401
43.45972006,-5.28335158378468e-06,-0.859981775283813
43.54246412,-4.77692901768023e-06,-0.850001335144043
43.62520582,-4.31878106610384e-06,-0.839978456497192
43.70792566,-3.90407967643114e-06,-0.829994082450867
43.79065894,-3.52607889908541e-06,-0.820005357265472
43.87339674,-3.18344200422871e-06,-0.809984624385834
43.95613052,-2.8722704428219e-06,-0.799998641014099
44.03887068,-2.59052899309609e-06,-0.789977967739105
44.12160232,-2.33711443797802e-06,-0.77999347448349
44.20431546,-2.10661596611317e-06,-0.770005941390991
44.2870376,-1.89693810170866e-06,-0.759986042976379
44.36976546,-1.7073274420909e-06,-0.749999761581421
44.4525092,-1.53446740114305e-06,-0.739982664585114
44.53526168,-1.38149835038348e-06,-0.729995250701904
44.6179678,-1.24115229027666e-06,-0.720003545284271
44.70068096,-1.1138924946863e-06,-0.709983706474304
44.78341694,-1.0000679822042e-06,-0.699997127056122
44.8661518,-8.9700313310459e-07,-0.690008938312531
44.94888304,-8.03942555194226e-07,-0.679993212223053
45.03161692,-7.20886191629688e-07,-0.670005619525909
45.1143409,-6.45100101337448e-07,-0.659985661506653
45.1970632,-5.77747471197654e-07,-0.650001347064972
45.27979314,-5.16618513302092e-07,-0.640012741088867
45.36251854,-4.6200372594285e-07,-0.629998624324799
45.44524476,-4.12972497088049e-07,-0.620008587837219
45.5279818,-3.68710573184217e-07,-0.609989523887634
45.6107119,-3.2933439797489e-07,-0.600002408027649
45.69342026,-2.9350610475376e-07,-0.590010225772858
45.77617364,-2.61923730704439e-07,-0.579991400241852
45.85890216,-2.33714601449719e-07,-0.570006549358368
45.94163132,-2.07890423098434e-07,-0.559988081455231
46.02438276,-1.84974283001793e-07,-0.549999833106995
46.10712208,-1.64908129818286e-07,-0.540011763572693
46.18983314,-1.46470540585142e-07,-0.529991567134857
46.27256628,-1.30243094531579e-07,-0.520002782344818
46.35531772,-1.15644240850088e-07,-0.50998842716217
46.43804576,-1.02848460414862e-07,-0.500000774860382
46.52077618,-9.11577373585715e-08,-0.490013808012009
46.60351894,-8.12118798876327e-08,-0.479993999004364
46.6862502,-7.19058519393911e-08,-0.470005333423615
46.76900494,-6.37630463984351e-08,-0.459988951683044
46.85176908,-5.66090179177081e-08,-0.449997961521149
