Time (s)	repeat #	Applied voltage (V)	Current (A)	Absolute current (A)	Resistance (Ohm)
903.808	1	-1	-6.28114E-9	6.28114E-9	1.59207E8
904.115	1	0	2.52405E-10	2.52405E-10	0
904.422	1	0.5	4.77234E-4	4.77234E-4	1047.70428
904.825	1	0	-9.68659E-11	9.68659E-11	0
905.23	1	-1	-6.42317E-9	6.42317E-9	1.55686E8
905.537	1	0	2.47639E-10	2.47639E-10	0
905.845	1	0.5	4.77517E-4	4.77517E-4	1047.0827
906.247	1	0	-9.31354E-11	9.31354E-11	0
906.665	1	-1	-6.65236E-9	6.65236E-9	1.50323E8
906.972	1	0	2.48137E-10	2.48137E-10	0
907.277	1	0.5	4.77763E-4	4.77763E-4	1046.54312
907.68	1	0	-1.10876E-10	1.10876E-10	0
908.092	1	-1	-6.89322E-9	6.89322E-9	1.4507E8
908.396	1	0	2.46685E-10	2.46685E-10	0
908.704	1	0.5	4.7797E-4	4.7797E-4	1046.09185
909.107	1	0	-9.1519E-11	9.1519E-11	0
909.52	1	-1	-7.03035E-9	7.03035E-9	1.42241E8
909.826	1	0	2.43536E-10	2.43536E-10	0
910.134	1	1	0.00282	0.00282	355.20975
1030.627	1	1	0.00282	0.00282	355.2061
1030.935	1	0	-4.44376E-10	4.44376E-10	0
1031.346	1	-2	-1.25545E-5	1.25545E-5	159305.55522
1031.849	1	0	2.12783E-10	2.12783E-10	0
1032.254	1	-1	-3.82195E-8	3.82195E-8	2.61646E7
1032.559	1	0	2.31227E-10	2.31227E-10	0
1032.867	1	-2	-1.06142E-5	1.06142E-5	188426.11435
1033.362	1	0	3.40189E-10	3.40189E-10	0
1033.767	1	-1	-2.86344E-8	2.86344E-8	3.4923E7
1034.074	1	0	3.07944E-10	3.07944E-10	0
1034.389	1	-2	-9.49383E-6	9.49383E-6	210663.22471
1034.972	1	0	4.01985E-10	4.01985E-10	0
1035.38	1	-1	-2.3582E-8	2.3582E-8	4.24052E7
1035.686	1	0	3.4367E-10	3.4367E-10	0
1035.994	1	-2	-8.48602E-6	8.48602E-6	235681.80034
1036.492	1	0	3.83417E-10	3.83417E-10	0
1036.898	1	-1	-2.12029E-8	2.12029E-8	4.71633E7
1037.204	1	0	3.54529E-10	3.54529E-10	0
1037.511	1	-2	-8.0149E-6	8.0149E-6	249535.11608
1038.017	1	0	4.01405E-10	4.01405E-10	0
1038.436	1	-1	-2.0224E-8	2.0224E-8	4.94461E7
1038.741	1	0	3.57347E-10	3.57347E-10	0
1039.049	1	-2	-7.90035E-6	7.90035E-6	253153.43744
1039.548	1	0	4.0675E-10	4.0675E-10	0
1039.954	1	-1	-1.86248E-8	1.86248E-8	5.36918E7
1040.26	1	0	3.78609E-10	3.78609E-10	0
1040.569	1	-2	-7.73448E-6	7.73448E-6	258582.3147
1041.068	1	0	4.13797E-10	4.13797E-10	0
1041.475	1	-1	-1.82043E-8	1.82043E-8	5.49321E7
1041.781	1	0	3.85158E-10	3.85158E-10	0
1042.088	1	-2	-7.55167E-6	7.55167E-6	264842.11636
1042.586	1	0	4.20552E-10	4.20552E-10	0
1042.991	1	-1	-1.73719E-8	1.73719E-8	5.75643E7
1043.297	1	0	3.90256E-10	3.90256E-10	0
1043.605	1	-2	-7.19834E-6	7.19834E-6	277841.99015
1044.103	1	0	4.25236E-10	4.25236E-10	0
1044.508	1	-1	-1.63334E-8	1.63334E-8	6.12241E7
1044.814	1	0	3.94359E-10	3.94359E-10	0
1045.122	1	-2	-7.06959E-6	7.06959E-6	282901.83731
1045.619	1	0	4.29215E-10	4.29215E-10	0
1046.031	1	-1	-1.57428E-8	1.57428E-8	6.35213E7
1046.335	1	0	3.93156E-10	3.93156E-10	0
1046.643	1	0.1	1.11984E-8	1.11984E-8	8.92988E6
1046.954	1	0	1.55816E-11	1.55816E-11	0
1047.257	1	-1	-1.82928E-8	1.82928E-8	5.46663E7
1047.564	1	0	3.1014E-10	3.1014E-10	0
1047.871	1	0.1	1.12268E-8	1.12268E-8	8.90729E6
1048.176	1	0	-1.43012E-11	1.43012E-11	0
1048.481	1	-1	-1.91931E-8	1.91931E-8	5.2102E7
1048.795	1	0	2.86516E-10	2.86516E-10	0
1049.102	1	0.1	1.12487E-8	1.12487E-8	8.8899E6
1049.406	1	0	-2.39167E-11	2.39167E-11	0
1049.724	1	-1	-1.97246E-8	1.97246E-8	5.06981E7
1050.031	1	0	2.77274E-10	2.77274E-10	0
1050.339	1	0.1	1.12668E-8	1.12668E-8	8.87563E6
1050.643	1	0	-3.19987E-11	3.19987E-11	0
1050.949	1	-1	-2.03501E-8	2.03501E-8	4.91398E7
1051.262	1	0	2.76071E-10	2.76071E-10	0
1051.567	1	0.1	1.127E-8	1.127E-8	8.87315E6
1051.872	1	0	-4.25261E-11	4.25261E-11	0
1052.178	1	-1	-2.061E-8	2.061E-8	4.85201E7
1052.496	1	0	2.73791E-10	2.73791E-10	0
1052.809	1	0.1	1.12863E-8	1.12863E-8	8.86033E6
1053.112	1	0	-4.22359E-11	4.22359E-11	0
1053.419	1	-1	-2.11431E-8	2.11431E-8	4.72967E7
1053.725	1	0	2.73916E-10	2.73916E-10	0
1054.033	1	0.1	1.12905E-8	1.12905E-8	8.85704E6
1054.337	1	0	-4.03708E-11	4.03708E-11	0
1054.643	1	-1	-2.12046E-8	2.12046E-8	4.71596E7
1054.949	1	0	2.65253E-10	2.65253E-10	0
1055.257	1	0.1	1.1273E-8	1.1273E-8	8.87075E6
1055.561	1	0	-4.97381E-11	4.97381E-11	0
1055.867	1	-1	-2.15285E-8	2.15285E-8	4.64501E7
1056.173	1	0	2.78475E-10	2.78475E-10	0
1056.481	1	0.1	1.12756E-8	1.12756E-8	8.86875E6
1056.787	1	0	-4.14484E-11	4.14484E-11	0
1057.09	1	-1	-2.154E-8	2.154E-8	4.64254E7
1057.397	1	0	2.70725E-10	2.70725E-10	0
1057.706	1	0.1	1.1275E-8	1.1275E-8	8.8692E6
1058.012	1	0	-3.56045E-11	3.56045E-11	0
1058.316	1	-1	-2.20358E-8	2.20358E-8	4.53806E7
1058.624	1	0	2.68113E-10	2.68113E-10	0
1058.932	1	1	0.00282	0.00282	354.92193
1179.419	1	1	0.00282	0.00282	354.92798
1179.727	1	0	-4.5706E-10	4.5706E-10	0
1180.133	1	-3	-6.11335E-5	6.11335E-5	49072.93055
1180.635	1	0	3.75543E-10	3.75543E-10	0
1181.047	1	-1	-1.79073E-8	1.79073E-8	5.58433E7
1181.353	1	0	2.84858E-10	2.84858E-10	0
1181.662	1	-3	-5.64904E-5	5.64904E-5	53106.33091
1182.156	1	0	5.37184E-10	5.37184E-10	0
1182.561	1	-1	-1.35015E-8	1.35015E-8	7.40658E7
1182.867	1	0	3.64559E-10	3.64559E-10	0
1183.175	1	-3	-5.47652E-5	5.47652E-5	54779.2624
1183.67	1	0	5.58651E-10	5.58651E-10	0
1184.083	1	-1	-1.18096E-8	1.18096E-8	8.4677E7
1184.388	1	0	3.84495E-10	3.84495E-10	0
1184.696	1	-3	-5.36661E-5	5.36661E-5	55901.26346
1185.191	1	0	6.04989E-10	6.04989E-10	0
1185.597	1	-1	-1.04834E-8	1.04834E-8	9.53891E7
1185.903	1	0	4.13466E-10	4.13466E-10	0
1186.211	1	-3	-5.18255E-5	5.18255E-5	57886.60631
1186.706	1	0	6.07724E-10	6.07724E-10	0
1187.112	1	-1	-9.78446E-9	9.78446E-9	1.02203E8
1187.418	1	0	4.19641E-10	4.19641E-10	0
1187.726	1	-3	-5.10078E-5	5.10078E-5	58814.49966
1188.22	1	0	6.21733E-10	6.21733E-10	0
1188.634	1	-1	-9.152E-9	9.152E-9	1.09266E8
1188.938	1	0	4.32406E-10	4.32406E-10	0
1189.247	1	-3	-5.10988E-5	5.10988E-5	58709.7706
1189.742	1	0	6.22727E-10	6.22727E-10	0
1190.147	1	-1	-8.80327E-9	8.80327E-9	1.13594E8
1190.452	1	0	4.45006E-10	4.45006E-10	0
1190.76	1	-3	-4.9371E-5	4.9371E-5	60764.37943
1191.255	1	0	6.17216E-10	6.17216E-10	0
1191.675	1	-1	-8.3032E-9	8.3032E-9	1.20436E8
1191.979	1	0	4.38292E-10	4.38292E-10	0
1192.287	1	-3	-4.82548E-5	4.82548E-5	62169.96813
1192.782	1	0	6.42621E-10	6.42621E-10	0
1193.187	1	-1	-8.01479E-9	8.01479E-9	1.24769E8
1193.493	1	0	4.38582E-10	4.38582E-10	0
1193.801	1	-3	-4.84307E-5	4.84307E-5	61944.19282
1194.296	1	0	6.46643E-10	6.46643E-10	0
1194.701	1	-1	-7.85115E-9	7.85115E-9	1.2737E8
1195.007	1	0	4.52674E-10	4.52674E-10	0
1195.315	1	0.1	1.09609E-8	1.09609E-8	9.12337E6
1195.62	1	0	5.36293E-11	5.36293E-11	0
1195.926	1	-1	-9.58069E-9	9.58069E-9	1.04377E8
1196.233	1	0	3.25061E-10	3.25061E-10	0
1196.54	1	0.1	1.10111E-8	1.10111E-8	9.08171E6
1196.845	1	0	4.88847E-12	4.88847E-12	0
1197.15	1	-1	-1.02396E-8	1.02396E-8	9.76601E7
1197.463	1	0	3.07736E-10	3.07736E-10	0
1197.771	1	0.1	1.10542E-8	1.10542E-8	9.04637E6
1198.075	1	0	-2.1803E-11	2.1803E-11	0
1198.381	1	-1	-1.09936E-8	1.09936E-8	9.09623E7
1198.687	1	0	3.0152E-10	3.0152E-10	0
1198.995	1	0.1	1.11031E-8	1.11031E-8	9.00646E6
1199.3	1	0	-1.41353E-11	1.41353E-11	0
1199.605	1	-1	-1.14743E-8	1.14743E-8	8.71513E7
1199.911	1	0	2.84775E-10	2.84775E-10	0
1200.219	1	0.1	1.11147E-8	1.11147E-8	8.99707E6
1200.524	1	0	-2.7564E-11	2.7564E-11	0
1200.829	1	-1	-1.20026E-8	1.20026E-8	8.33152E7
1201.136	1	0	2.68362E-10	2.68362E-10	0
1201.443	1	0.1	1.11222E-8	1.11222E-8	8.99103E6
1201.749	1	0	-3.82156E-11	3.82156E-11	0
1202.054	1	-1	-1.21438E-8	1.21438E-8	8.23465E7
1202.367	1	0	2.7487E-10	2.7487E-10	0
1202.674	1	0.1	1.11466E-8	1.11466E-8	8.97137E6
1202.98	1	0	-3.9832E-11	3.9832E-11	0
1203.286	1	-1	-1.25972E-8	1.25972E-8	7.93825E7
1203.592	1	0	2.82495E-10	2.82495E-10	0
1203.901	1	0.1	1.11609E-8	1.11609E-8	8.95982E6
1204.206	1	0	-3.53973E-11	3.53973E-11	0
1204.512	1	-1	-1.26161E-8	1.26161E-8	7.9264E7
1204.818	1	0	2.72921E-10	2.72921E-10	0
1205.126	1	1	0.0028	0.0028	357.32497
1205.715	1	0	-2.19265E-10	2.19265E-10	0
1206.121	1	-1	-1.56443E-8	1.56443E-8	6.39211E7
1206.427	1	0	2.13446E-10	2.13446E-10	0
1206.735	1	0.1	1.11844E-8	1.11844E-8	8.94106E6
1207.04	1	0	-6.03906E-11	6.03906E-11	0
1207.345	1	-1	-1.52978E-8	1.52978E-8	6.5369E7
1207.651	1	0	2.49215E-10	2.49215E-10	0
1207.959	1	1	0.00282	0.00282	354.85732
1328.451	1	1	0.00282	0.00282	354.85783
1328.76	1	0	-4.55112E-10	4.55112E-10	0
1329.166	1	-4	-1.1435E-4	1.1435E-4	34980.41534
1329.568	1	0	4.78619E-10	4.78619E-10	0
1329.974	1	-1	-6.54193E-9	6.54193E-9	1.5286E8
1330.279	1	0	2.88174E-10	2.88174E-10	0
1330.587	1	-4	-1.08185E-4	1.08185E-4	36973.59993
1330.989	1	0	6.30893E-10	6.30893E-10	0
1331.394	1	-1	-5.43093E-9	5.43093E-9	1.84131E8
1331.7	1	0	3.81884E-10	3.81884E-10	0
1332.008	1	-4	-1.03791E-4	1.03791E-4	38538.94987
1332.409	1	0	7.0073E-10	7.0073E-10	0
1332.816	1	-1	-5.01718E-9	5.01718E-9	1.99315E8
1333.122	1	0	4.16367E-10	4.16367E-10	0
1333.43	1	-4	-1.00169E-4	1.00169E-4	39932.55392
1333.832	1	0	7.16894E-10	7.16894E-10	0
1334.237	1	-1	-4.64901E-9	4.64901E-9	2.15099E8
1334.543	1	0	4.30458E-10	4.30458E-10	0
1334.852	1	-4	-9.74599E-5	9.74599E-5	41042.52108
1335.339	1	0	8.14457E-10	8.14457E-10	0
1335.746	1	-1	-4.33173E-9	4.33173E-9	2.30855E8
1336.051	1	0	4.7004E-10	4.7004E-10	0
1336.359	1	-4	-9.5098E-5	9.5098E-5	42061.89071
1336.846	1	0	8.23824E-10	8.23824E-10	0
1337.254	1	-1	-4.16013E-9	4.16013E-9	2.40377E8
1337.561	1	0	4.85292E-10	4.85292E-10	0
1337.868	1	-4	-9.34249E-5	9.34249E-5	42815.1244
1338.355	1	0	8.39699E-10	8.39699E-10	0
1338.763	1	-1	-3.99259E-9	3.99259E-9	2.50464E8
1339.069	1	0	4.9296E-10	4.9296E-10	0
1339.377	1	-4	-9.21903E-5	9.21903E-5	43388.5315
1339.864	1	0	8.44923E-10	8.44923E-10	0
1340.272	1	-1	-3.89319E-9	3.89319E-9	2.56859E8
1340.578	1	0	5.00378E-10	5.00378E-10	0
1340.885	1	-4	-9.06492E-5	9.06492E-5	44126.14296
1341.379	1	0	8.59759E-10	8.59759E-10	0
1341.792	1	-1	-3.77681E-9	3.77681E-9	2.64774E8
1342.097	1	0	5.06057E-10	5.06057E-10	0
1342.403	1	-4	-9.0314E-5	9.0314E-5	44289.91202
1342.898	1	0	8.56275E-10	8.56275E-10	0
1343.312	1	-1	-3.73474E-9	3.73474E-9	2.67756E8
1343.617	1	0	5.17496E-10	5.17496E-10	0
1343.925	1	0.1	1.06002E-8	1.06002E-8	9.43378E6
1344.229	1	0	9.53658E-11	9.53658E-11	0
1344.536	1	-1	-4.33087E-9	4.33087E-9	2.30901E8
1344.854	1	0	3.72516E-10	3.72516E-10	0
1345.161	1	0.1	1.06698E-8	1.06698E-8	9.37225E6
1345.466	1	0	2.34564E-11	2.34564E-11	0
1345.786	1	-1	-4.64795E-9	4.64795E-9	2.15149E8
1346.091	1	0	3.10347E-10	3.10347E-10	0
1346.399	1	0.1	1.07336E-8	1.07336E-8	9.31653E6
1346.705	1	0	-5.59748E-12	5.59748E-12	0
1347.01	1	-1	-4.88019E-9	4.88019E-9	2.0491E8
1347.316	1	0	2.94846E-10	2.94846E-10	0
1347.624	1	0.1	1.0781E-8	1.0781E-8	9.27554E6
1347.928	1	0	-2.39167E-11	2.39167E-11	0
1348.234	1	-1	-5.04292E-9	5.04292E-9	1.98298E8
1348.548	1	0	3.00691E-10	3.00691E-10	0
1348.855	1	0.1	1.08262E-8	1.08262E-8	9.23686E6
1349.159	1	0	-2.50772E-11	2.50772E-11	0
1349.465	1	-1	-5.21779E-9	5.21779E-9	1.91652E8
1349.771	1	0	2.99405E-10	2.99405E-10	0
1350.079	1	0.1	1.08546E-8	1.08546E-8	9.21268E6
1350.384	1	0	-2.76468E-11	2.76468E-11	0
1350.69	1	-1	-5.27279E-9	5.27279E-9	1.89653E8
1350.996	1	0	2.82039E-10	2.82039E-10	0
1351.303	1	0.1	1.08741E-8	1.08741E-8	9.19615E6
1351.608	1	0	-3.40296E-11	3.40296E-11	0
1351.913	1	-1	-5.43597E-9	5.43597E-9	1.8396E8
1352.219	1	0	2.80589E-10	2.80589E-10	0
1352.527	1	0.1	1.0889E-8	1.0889E-8	9.18358E6
1352.832	1	0	-3.58118E-11	3.58118E-11	0
1353.137	1	-1	-5.50308E-9	5.50308E-9	1.81716E8
1353.442	1	0	2.81791E-10	2.81791E-10	0
1353.75	1	0.1	1.09137E-8	1.09137E-8	9.1628E6
1354.056	1	0	-3.46927E-11	3.46927E-11	0
1354.361	1	-1	-5.60744E-9	5.60744E-9	1.78334E8
1354.667	1	0	2.77687E-10	2.77687E-10	0
1354.976	1	0.1	1.09255E-8	1.09255E-8	9.15291E6
1355.281	1	0	-3.95005E-11	3.95005E-11	0
1355.586	1	-1	-5.6797E-9	5.6797E-9	1.76066E8
1355.893	1	0	2.78559E-10	2.78559E-10	0
1356.2	1	1	0.00282	0.00282	354.90657
1476.683	1	1	0.00282	0.00282	354.90997
1476.992	1	0	-4.54117E-10	4.54117E-10	0
